0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
,,,,,,,,,,,,,SO2 Concentration in µg/m3,,,,,,,
,,,,,,,,,,No. of,,,,,,,,,,
,,,,City/ Town/,,,,,,,,,Minimum,,,Maximum,,,,
,State / UT,,,,,,Location,,,monitoring,,,,,,,,,Annual,
,,,,Village,,,,,,,,,(24-hourly,,,(24-hourly,,,,
,,,,,,,,,,days,,,,,,,,,Average,
,,,,,,,,,,,,,average),,,average),,,,
,,,,,,,,,,,,,,,,,,,,
"Andhra
,,,,,,Thissur/ Peringandoor,,,74,,,2,,,10,,,3,,
,,,Wayanad,,,Sulthan Bathery,,,104,,,2,,,2,,,2,,
,,,,,,Wayanad,,,79,,,2,,,2,,,2,,
"Madhya
Pradesh",,,Amlai,,,HJI,,,60,,,10,,,19,,,14,,
,,,,,,OPM,,,69,,,9,,,16,,,12,,
,,,Bhopal,,,"Hamidia Road, MP Hastshilp Vikas Nigam",,,71,,,2,,,28,,,11,,
,,,,,,CETP Govindpura,,,88,,,2,,,16,,,9,,
,,,,,,"Nutan Subhash School, T.T. Nagar",,,36,,,2,,,5,,,2,,
,,,,,,"Kolar Thana, Kolar Road, Bhopal",,,69,,,2,,,20,,,10,,
,,,,,,"AKVN Office, Industrial Area Mandideep,
Raisen",,,71,,,8,,,22,,,14,,
,,,,,,"Barkatuallah University, Hoshgabad Road,
Bhopal",,,71,,,2,,,13,,,7,,
,,,,,,"Main Road, Hemu Colony, Bairagarh, Bhopal",,,76,,,2,,,14,,,8,,
,,,,,,Arera Colony,,,82,,,2,,,11,,,3,,
,,,Chhindwara,,,"HIG -33, Front of Geetanali Park Housing
Board Colony, Chadagaon",,,96,,,2,,,6,,,3,,
,,,,,,"Hindustan Unileaver, Narsinghpur Road,",,,87,,,2,,,4,,,3,,
,,,Dewas,,,EID Perry (I) Limited,,,94,,,9,,,33,,,19,,
,,,,,,,,,,,,,SO2 Concentration in µg/m3,,,,,,,
,,,,,,,,,,No. of,,,,,,,,,,
,,,,City/ Town/,,,,,,,,,Minimum,,,Maximum,,,,
,State / UT,,,,,,Location,,,monitoring,,,,,,,,,Annual,
,,,,Village,,,,,,,,,(24-hourly,,,(24-hourly,,,,
,,,,,,,,,,days,,,,,,,,,Average,
,,,,,,,,,,,,,average),,,average),,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Dewas Metal Section,,,93,,,10,,,33,,,19,,
,,,,,,Vikas Nagar,,,96,,,11,,,32,,,20,,
,,,Gwalior,,,Dindayal Nagar,,,90,,,5,,,26,,,12,,
,,,,,,Maharaj Bada,,,93,,,2,,,32,,,13,,
,,,Indore,,,"M.P. Laghu Udyog, Pologround",,,103,,,4,,,13,,,9,,
,,,,,,"Kothari Market, M.G. Road",,,109,,,3,,,20,,,9,,
,,,,,,"Telephone Nagar, 26 A, Kanadia Road",,,109,,,5,,,12,,,9,,
,,,Jabalpur,,,Vijay Nagar,,,101,,,2,,,2,,,2,,
,,,,,,Udaipur Beverage Racchai,,,101,,,11,,,16,,,13,,
,,,Katni,,,"HIG-4 Housing Board Colony Jhinjhri, Katni",,,96,,,7,,,18,,,10,,
,,,,,,"Calderys Works Refactories India Private
Limited, Guest House, Katni",,,72,,,8,,,12,,,11,,
,,,Nagda,,,Chem. D. Labour Club,,,79,,,7,,,26,,,14,,
,,,,,,B C I Labour Club,,,80,,,4,,,13,,,8,,
,,,,,,Grasim Kalyan Kendra,,,75,,,5,,,17,,,9,,
,,,Prithampur,,,"Vikas Bhavan, Sector-2",,,94,,,6,,,14,,,10,,
,,,,,,"RCC Over Head Tank No. 1, Sector-3",,,112,,,6,,,14,,,10,,
,,,Sagar,,,Pt.Deendayal Nagar,,,69,,,2,,,6,,,4,,
,,,,,,"Katra Bazar, Sagar",,,66,,,2,,,5,,,3,,
,,,Satna,,,Sub-divisional Office E/M Light Machniery,,,77,,,2,,,6,,,4,,
,,,,,,"MPPCB,Dharwari GaliNo.5,House No.318",,,75,,,2,,,6,,,3,,
,,,Singrauli,,,Jayant Township,,,83,,,18,,,61,,,31,,
,,,,,,"N.T.P.C., Vidyanagar",,,81,,,17,,,64,,,31,,
,,,,,,Waidhan,,,87,,,13,,,63,,,30,,
,,,Ujjain,,,District Office,,,67,,,9,,,14,,,11,,
,,,,,,Regional Office,,,75,,,7,,,14,,,10,,
,,,,,,Mahakal Temple,,,51,,,7,,,15,,,11,,
,,,,,,Chamunda Mata Chouraha,,,49,,,8,,,15,,,11,,
Maharashtra,,,Akola,,,"LRT Commerce College, Civil Lines, Akola",,,88,,,11,,,14,,,12,,
,,,,,,"MIDC Water Work, Phash-II, MIDC Akola",,,143,,,11,,,18,,,15,,
,,,,,,"College Of Engineering & Tech, Akola",,,196,,,11,,,18,,,14,,
,,,Ambernath,,,Ambernath Municipal Council Office,,,131,,,12,,,47,,,27,,
,,,Amravati,,,"Apurva Oil Industries, A-23, MIDC",,,215,,,8,,,24,,,14,,
,,,,,,"Elect. Dept., Govt College Engineering",,,92,,,8,,,16,,,13,,
,,,,,,"Rajkamal Square, Vaneeta Samaj",,,154,,,8,,,24,,,14,,
,,,Aurangabad,,,S.B.E.S. College,,,144,,,6,,,24,,,14,,
,,,,,,Collector Ofiice,,,127,,,6,,,23,,,12,,
,,,,,,"C.A.D.A. Ofiice, Garkheda",,,91,,,7,,,24,,,14,,
,,,Badlapur,,,BIWA Office,,,187,,,11,,,58,,,27,,
,,,Bhiwandi,,,"Prematai Hall, Near Dhamankar Naka",,,101,,,22,,,44,,,32,,
,,,,,,"Fire Brigade Office, I.G.M. Hospital",,,165,,,22,,,44,,,32,,
,,,,,,"Regional Office, M.P.C. Board, Kalyan",,,237,,,22,,,44,,,31,,
,,,Chandrapur,,,Grampanchat Ghughus,,,94,,,4,,,7,,,4,,
,,,,,,M.I.D.C. Chandrapur,,,101,,,4,,,5,,,4,,
,,,,,,Nagar Parishad,,,163,,,3,,,5,,,4,,
,,,,,,"Gadchandur Gram Panchayat, Rajura",,,97,,,4,,,5,,,4,,
,,,,,,"MIDC, Tadali",,,97,,,4,,,6,,,4,,
,,,,,,"Muncipal Council, Ballarshah",,,99,,,4,,,5,,,4,,
,,,Dombivali,,,Dombivali MIDC Phase-II,,,190,,,11,,,54,,,27,,
,,,Jalgaon,,,B. J. Market,,,94,,,9,,,16,,,12,,
,,,,,,Girna water tank,,,213,,,9,,,15,,,12,,
,,,,,,MIDC Jalgaon,,,154,,,9,,,15,,,12,,
,,,Jalna,,,"Bachat Bhawan, Near S P Office",,,104,,,8,,,12,,,10,,
,,,,,,"Krishidhan Seeds Ltd, MIDC Area",,,172,,,8,,,12,,,10,,
,,,Kolhapur,,,"University Campus, Shivaji University",,,80,,,7,,,19,,,13,,
,,,,,,"Ruikar Trust, S.T. Stand",,,147,,,7,,,41,,,22,,
,,,,,,"Mahadwar Road, Near Mahalaxmi Temple",,,203,,,7,,,41,,,22,,
,,,Latur,,,MIDC Water Works,,,239,,,4,,,7,,,5,,
,,,,,,Kshewraj Vidyalaya Shyam nagar,,,104,,,4,,,7,,,5,,
,,,,,,Sidhheshwar Sahakari Bank Ganjgolai,,,172,,,4,,,7,,,5,,
,,,Mumbai,,,"Bank of India, Kalbadevi /Branch, Kalbadevi/
VARSOVA",,,84,,,2,,,4,,,2,,
,,,,,,"Parel TT, Ambedkar Road",,,88,,,2,,,4,,,2,,
,,,,,,Worli,,,87,,,2,,,5,,,2,,
,,,Nagpur,,,Institution of Engineers,,,100,,,9,,,23,,,13,,
,,,,,,"Govt. Polytechnic College, Sadar",,,96,,,8,,,23,,,14,,
,,,,,,,,,,,,,SO2 Concentration in µg/m3,,,,,,,
,,,,,,,,,,No. of,,,,,,,,,,
,,,,City/ Town/,,,,,,,,,Minimum,,,Maximum,,,,
,State / UT,,,,,,Location,,,monitoring,,,,,,,,,Annual,
,,,,Village,,,,,,,,,(24-hourly,,,(24-hourly,,,,
,,,,,,,,,,days,,,,,,,,,Average,
,,,,,,,,,,,,,average),,,average),,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,MIDC Office Hingana Road,,,100,,,8,,,22,,,14,,
,,,,,,"MIDC Industrial Area, MIDC Office, Hingna",,,82,,,2,,,24,,,6,,
,,,,,,"Nagpur Coop Building, Maskasath, Itwari",,,79,,,2,,,12,,,5,,
,,,,,,"NEERI Lab, Nehru Marg, Highway No. 7",,,74,,,2,,,21,,,5,,
,,,,,,"MPCB Office Premises, Civil Lines",,,321,,,7,,,22,,,12,,
,,,Nashik,,,R.T.O. Colony Tank,,,154,,,2,,,19,,,10,,
,,,,,,"VIP Industrial Area, MIDC Satpura",,,104,,,2,,,17,,,10,,
,,,,,,Nashik Municipal Council Building,,,218,,,2,,,18,,,9,,
,,,,,,"MPCB Sub R.O. Udyog Bhawan, Nashik",,,305,,,2,,,30,,,9,,
,,,Navi Mumbai,,,"T.B.I.A, Rabale Airoli, TTC",,,103,,,13,,,23,,,17,,
,,,,,,"Dr. D.Y. Patil College, Nerul, TTC",,,229,,,13,,,23,,,17,,
,,,,,,"MPCB Lab, Mhape, TTC",,,168,,,12,,,25,,,17,,
,,,,,,CIDCO Nodal Office Kharghar,,,103,,,13,,,25,,,18,,
,,,,,,"Water Pump House, Panvel, Taloja",,,168,,,12,,,25,,,17,,
,,,,,,"MIDC Collom Facility Building, Taloja",,,229,,,12,,,25,,,17,,
,,,"Pimpri-
Chinchwad",,,"Bank of Baroda Builing, Near M.C Builiding",,,199,,,6,,,75,,,28,,
,,,Pune,,,"Maratha Chamber of commerce, Bhosari",,,62,,,14,,,90,,,33,,
,,,,,,State Electricity Board BLDG Nalstop,,,113,,,6,,,90,,,32,,
,,,,,,Swargate Police Chawki,,,33,,,15,,,90,,,46,,
,,,Sangli,,,"Udyog bhavan / SRO, MPCB Sangli",,,99,,,6,,,13,,,9,,
,,,,,,Sangli- Miraj Primary school Building,,,226,,,6,,,21,,,10,,
,,,,,,Krishna Valley School,,,163,,,6,,,15,,,9,,
,,,Solapur,,,WIT Campus,,,102,,,11,,,21,,,17,,
,,,,,,Voronoko School / Chitale Clinic,,,144,,,11,,,21,,,16,,
,,,Thane,,,"Maternity Hospital, Dhobighat, Thane East",,,24,,,15,,,26,,,19,,
,,,,,,"Shahu Market,Naupada, Thane West",,,49,,,15,,,31,,,21,,
,,,,,,"Kolshet and Balkum, Thane West",,,73,,,13,,,31,,,20,,
,,,Ulhasnagar,,,Smt. C. H. M. College Campus,,,99,,,11,,,37,,,21,,
,,,,,,"Octroi Naka, Pawai-Chowk, Vithalwadi",,,107,,,12,,,48,,,27,,
Manipur,,,Imphal,,,Secretariat Building,,,32,,,3,,,18,,,9,,
Meghalaya,,,Byrnihat,,,"EPIP, Ri-Bhoi district",,,121,,,2,,,28,,,15,,
,,,Dawki,,,"Terrace building, Jaintia Hills District",,,121,,,2,,,24,,,7,,
,,,Khliehriat,,,"O/o BDO, C & R.D. Block-Khliehriat",,,122,,,2,,,4,,,3,,
,,,Nongstoin,,,"Office Premises of E.E, PHED",,,121,,,2,,,8,,,2,,
,,,Shillong,,,"Boards Office Permises, Lumpyngngad",,,106,,,2,,,3,,,2,,
,,,,,,State Tuberculosis Hospital,,,121,,,2,,,9,,,6,,
,,,,,,"Forest Rest House, Polo Hills",,,117,,,2,,,6,,,3,,
,,,,,,"41/2 mile, Mylliem Range Office",,,119,,,2,,,6,,,2,,
,,,Tura,,,"PHED, Araimille, West Garo Hills District",,,116,,,2,,,4,,,3,,
,,,"Umiam /
Umsning",,,"Umiam Industrial Complex, Ri-Bhoi District",,,120,,,2,,,6,,,3,,
Mizoram,,,Aizawl,,,"Khatla, M.G-Road, Mizoram SPCB",,,103,,,2,,,2,,,2,,
,,,,,,Laipuitlang,,,106,,,2,,,2,,,2,,
,,,,,,Bawngkawn,,,102,,,2,,,2,,,2,,
,,,,,,"Dawrpui Y.M.A, Building, Dawrpui",,,102,,,2,,,2,,,2,,
,,,,,,"Lengpui Airport, Model Veng, Lengpui",,,93,,,2,,,2,,,2,,
,,,Champhai,,,"D.T.O Office Building, Kahrawt veng",,,101,,,2,,,2,,,2,,
,,,,,,"Lalzidinga building, Vengthlang",,,101,,,2,,,2,,,2,,
,,,Kolasib,,,"H. Lalthuama Building, Project Veng",,,101,,,2,,,2,,,2,,
,,,,,,"Synod Bookroom, Building Diakkawn",,,101,,,2,,,2,,,2,,
,,,Lunglei,,,"Thangkhuma Building, Salem Veng",,,96,,,2,,,2,,,2,,
,,,,,,"K.Lalliantluanga, Chanmari I, Lunglei",,,96,,,2,,,2,,,2,,
Nagaland,,,Dimapur,,,Bank Colony,,,139,,,2,,,2,,,2,,
,,,,,,Dhobinala,,,121,,,2,,,2,,,2,,
,,,,,,"Signal point, Dimapur, Nagaland SPCB
House no-288, Tenyiphe-I, Chumukiedima,
Dimapur
Vidya Bhawan School, Lane 17, Nagarjan,
Kuda Village, Dimapur
House no 24, Near community Hall, Viola
colony, Dimapur
ERJO Motors, Burma Camp, Dimapur",,,103,,,2,,,2,,,2,,
,,,,,,,,,103,,,2,,,2,,,2,,
,,,,,,,,,48,,,2,,,2,,,2,,
,,,,,,,,,48,,,2,,,2,,,2,,
,,,,,,,,,48,,,2,,,2,,,2,,
,,,Kohima,,,Opposite NST Office,,,138,,,2,,,2,,,2,,
,,,,,,Opposite War Cemetery,,,121,,,2,,,2,,,2,,
Odisha,,,Angul,,,Industrial Estate,,,102,,,6,,,19,,,11,,
,,,,,,,,,,,,,SO2 Concentration in µg/m3,,,,,,,
,,,,,,,,,,No. of,,,,,,,,,,
,,,,City/ Town/,,,,,,,,,Minimum,,,Maximum,,,,
,State / UT,,,,,,Location,,,monitoring,,,,,,,,,Annual,
,,,,Village,,,,,,,,,(24-hourly,,,(24-hourly,,,,
,,,,,,,,,,days,,,,,,,,,Average,
,,,,,,,,,,,,,average),,,average),,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,NALCO Township,,,102,,,8,,,15,,,10,,
,,,Balasore,,,Sahadevkhunta,,,104,,,2,,,2,,,2,,
,,,,,,DIC office,,,104,,,2,,,2,,,2,,
,,,,,,Rasalpur near Balgopalpur I/A,,,105,,,6,,,9,,,7,,
,,,Berhampur,,,Regional Office Orissa SPCB,,,107,,,2,,,11,,,4,,
,,,Bhubneshwar,,,Capital Police Station,,,97,,,2,,,7,,,2,,
,,,,,,IRC Village,,,95,,,2,,,5,,,2,,
,,,,,,Office Premises Bhubaneswar,,,100,,,2,,,4,,,2,,
,,,,,,"Water works, Palasuni, Rasalgarh",,,69,,,2,,,7,,,2,,
,,,,,,"Patrapara, Khandagiri",,,101,,,2,,,5,,,2,,
,,,,,,Chandrashekharpur,,,91,,,2,,,6,,,2,,
,,,Bonaigarh,,,"Govt. Hospital Bonai At/Po/PS-Bonai Dist-
Sudargarh",,,104,,,5,,,17,,,9,,
,,,Cuttack,,,"Traffic Tower, Badambadi",,,57,,,3,,,8,,,5,,
,,,,,,P.H.D Office Barabati,,,104,,,2,,,35,,,6,,
,,,,,,"R.O. Cuttack Office, Surya Vihar",,,104,,,3,,,10,,,6,,
,,,Jharsuguda,,,R.O. Building Cox colony,,,108,,,6,,,29,,,7,,
,,,,,,"TRL Colony, M/s. TRL Krosaki Refractories
Ltd. PO: Bhepahar,",,,106,,,5,,,23,,,8,,
,,,Kalinga Nagar,,,Over the Guest House of M/s NINL,,,55,,,2,,,2,,,2,,
,,,,,,"Maintenance Office of M/s NINL, Duburi",,,77,,,2,,,2,,,2,,
,,,Konark,,,Konark Police Station,,,101,,,2,,,3,,,2,,
,,,Paradeep,,,On roof of PPT Staff Quarter,,,101,,,10,,,30,,,18,,
,,,,,,On roof of PPL Gueest,,,101,,,9,,,26,,,18,,
,,,,,,On roof of STP building IFFCO,,,83,,,14,,,27,,,19,,
,,,Puri,,,Sadar police station,,,46,,,2,,,2,,,2,,
,,,,,,Town Police Station,,,75,,,2,,,6,,,2,,
,,,Rajgangpur,,,"DISIR, Rajgangpur",,,103,,,6,,,23,,,12,,
,,,Rayagada,,,Regional Office Orissa SPCB,,,104,,,2,,,12,,,4,,
,,,,,,"LPS High School, Jaykaypur",,,101,,,2,,,9,,,4,,
,,,Rourkela,,,"Regional Office, ORPB",,,104,,,5,,,16,,,8,,
,,,,,,Kalunga Industrial Estate,,,104,,,6,,,16,,,12,,
,,,,,,"IDL Police Out-post, Sonaparbat",,,104,,,5,,,10,,,6,,
,,,,,,"Kuarmunda, Sundergarh",,,104,,,4,,,14,,,8,,
,,,Sambalpur,,,"Filter Plant, PHD Office, Modipara",,,105,,,4,,,36,,,6,,
,,,Talcher,,,Coal Field Area,,,104,,,8,,,14,,,10,,
,,,,,,T.T.P.S.Colony,,,104,,,6,,,14,,,11,,
Puducherry,,,Karaikal,,,"B.Ed College (PKCE), Nehru Nagar",,,89,,,2,,,3,,,2,,
,,,,,,"Govt. Tourist Home, Kovilpathu",,,91,,,2,,,3,,,2,,
,,,,,,"M/s Puducherry Power Corporation Limited,
Polagam, T.R. Pattinam,",,,82,,,2,,,3,,,2,,
,,,Puducherry,,,"DSTC Office Upstairs, PHB 3rd Floor,
AnnaNagar",,,92,,,3,,,6,,,5,,
,,,,,,PIPDIC Ind. Estate Mettupalayam,,,87,,,4,,,6,,,5,,
,,,,,,Chamber Of Commerce,,,85,,,2,,,6,,,4,,
Punjab,,,Aligarh (Jagraon),,,"Forest Office, Vill:Aligarh, Teh:Jagraon",,,103,,,4,,,12,,,6,,
,,,Amritsar,,,"R.O. Focal Point (earlier Nagina soap
factory)",,,62,,,11,,,14,,,13,,
,,,,,,"Vinod Chilling Center / Kochar Bhavan
(earlier A-1,Platers)",,,60,,,11,,,19,,,13,,
,,,"Aspal Khurd
(Tapa)",,,"Vill:Aspal Khurd, Teh:Tapa",,,123,,,4,,,8,,,5,,
,,,"Bara Pind
(Goraya)",,,"Vill:Bara Pind, Teh:Goraya",,,83,,,4,,,11,,,7,,
,,,Bhatinda,,,"Bathinda Milk Producers, Dabwali Road",,,81,,,2,,,8,,,5,,
,,,"Binjon
(Garshankar)",,,"CHC, Vill:Binjon, Teh: Garshankar",,,80,,,4,,,24,,,7,,
,,,"Bishanpura
(Payal)",,,"Longowalia Yarns (Unit-II), Vill-Bishanpura,
Teh: Payal",,,93,,,4,,,20,,,10,,
,,,"Changal
(Sangrur)",,,"Mastuana Sahib, Vill:Changal, Teh:Sangrur",,,107,,,4,,,7,,,5,,
,,,"Chowkimann
(Jagraon)",,,"Ludhiana College of Engineering,
Vill:Chowkimann, Teh:Jagraon",,,102,,,4,,,12,,,7,,
,,,Dera Baba Nanak,,,C-PYTE Building,,,68,,,3,,,9,,,7,,
,,,Dera Bassi,,,"Punjab Chem and Crop Protection,
Bhanakarpur Rd",,,107,,,4,,,8,,,6,,
,,,,,,"Winsome Yarns Ltd., Barwala Road",,,113,,,4,,,7,,,5,,
,,,,,,,,,,,,,SO2 Concentration in µg/m3,,,,,,,
,,,,,,,,,,No. of,,,,,,,,,,
,,,,City/ Town/,,,,,,,,,Minimum,,,Maximum,,,,
,State / UT,,,,,,Location,,,monitoring,,,,,,,,,Annual,
,,,,Village,,,,,,,,,(24-hourly,,,(24-hourly,,,,
,,,,,,,,,,days,,,,,,,,,Average,
,,,,,,,,,,,,,average),,,average),,,,
,,,,,,,,,,,,,,,,,,,,
,,,"Fatehpur
(Samana)",,,"Baba Banda Singh Bahadur College,
Vill:Fatehpur, Teh:Samana",,,38,,,4,,,7,,,5,,
,,,Gobindgarh,,,"Modi Oil and General Mills, Mandi",,,126,,,6,,,9,,,7,,
,,,,,,"Raj Steel Rolling Mills, Mandi",,,133,,,5,,,9,,,7,,
,,,,,,"United Rolling Mills, Mandi Gobindgarh",,,130,,,5,,,9,,,7,,
,,,"Guru Ki Dhab
(Kotkapura)",,,"Vil:Guru Ki Dhab / Basti Himmatpura,
Teh:Kotkapura",,,22,,,2,,,8,,,5,,
,,,"Jaito Sarja
(Batala)",,,"Royal Nursing College, Vill: Jaito Sarja, Teh:
Batala",,,37,,,4,,,7,,,6,,
,,,Jalandhar,,,Municipal Council Tubewell No. 27,,,81,,,8,,,24,,,12,,
,,,,,,Regional Office,,,73,,,9,,,23,,,11,,
,,,,,,"Punjab Maltex , Kapurthala Road",,,59,,,5,,,20,,,10,,
,,,,,,Focal Point,,,63,,,8,,,15,,,12,,
,,,Khanna,,,"Markfed Vanaspati, Khanna",,,112,,,5,,,25,,,10,,
,,,,,,"AS School, Khanna",,,117,,,5,,,64,,,13,,
,,,"Kharaori
(Sirhind)",,,"Vill:Kharaori, Teh:Sirhind",,,126,,,4,,,8,,,6,,
,,,"Kotladoom
(Ajnala)",,,"Satyam College, Ramtirath Road, Vill:
Kotladoom, Teh: Ajnala",,,62,,,5,,,8,,,7,,
,,,"Lakho ke Behram
(Ferozpur)",,,"Vill:Lakho ke Behram, Teh:Ferozpur",,,11,,,3,,,6,,,,,
,,,Ludhiana,,,Bharat Nagar Chowk / RO Gill Road,,,120,,,6,,,20,,,11,,
,,,,,,"Nahar Spining Mlls, Dholewal Chawk",,,124,,,6,,,49,,,14,,
,,,,,,"Ludhiana Coop. Milk Producer, Ferozpur Rd",,,136,,,5,,,40,,,10,,
,,,,,,"PPCB Office Building, Vishavkarma Chowk",,,131,,,6,,,64,,,13,,
,,,"Mrar Kalan
(Muktsar)",,,"Vill: Mrar Kalan, Teh:Muktsar",,,40,,,4,,,9,,,5,,
,,,"Mukandpur
(Nawashahar)",,,"Govt. Senior Sec. School, Vill:Mukandpur,
Teh:Nawashahar",,,78,,,5,,,12,,,8,,
,,,"Mureedke
(Batala)",,,"Johal Farm, Vill: Mureedke, Teh: Batala",,,98,,,4,,,10,,,7,,
,,,"Naudhrani
(Malerkotla)",,,"Vill:Naudhrani, Teh:Malerkotla",,,106,,,4,,,8,,,5,,
,,,Naya Nangal,,,Punjab Alkalis & Chemicals Ltd,,,92,,,5,,,8,,,6,,
,,,,,,"M/s NFL Guest House,Naya Nangal",,,104,,,4,,,7,,,5,,
,,,Patiala,,,"Ceylon Industries, Factory Area, Patiala",,,130,,,4,,,7,,,5,,
,,,,,,"Fire Brigade Station, Bahera Road, Patiala",,,134,,,4,,,8,,,5,,
,,,"Peer Mohammad
(Jalalabad)",,,"Vill:Peer Mohammad, Teh:Jalalabad",,,26,,,4,,,6,,,5,,
,,,Poohli (Bhatinda),,,"Vill: Poohli, Teh:Bhatinda",,,21,,,4,,,7,,,5,,
,,,"Qila Bharian
(Sangrur)",,,"Gurdwara Gangsar Sahib, Vill:Qila Bharian,
Teh:Sangrur",,,112,,,4,,,8,,,5,,
,,,Rakhra (Patiala),,,"Shree Ganesh Group of Institute,
Vill:Rakhra, The:Patiala",,,53,,,5,,,7,,,5,,
,,,Rohila (Samrala),,,"Gopimal Kaur Sain Industries Pvt. Ltd,
Vil:Rohila, Teh:Samrala",,,120,,,5,,,19,,,10,,
,,,"Tirathpur
(Amritsar I)",,,"United ITI, Vill: Tirathpur, Teh:Amritsar I
(earlier Sriguru Harkishan Public
School,Rasulpur Kalan)",,,58,,,5,,,8,,,7,,
Rajasthan,,,Alwar,,,Rajasthan State Pollution Control Board,,,98,,,6,,,13,,,9,,
,,,,,,Gaurav Solvex Ltd. MIA,,,103,,,8,,,18,,,13,,
,,,,,,"RIICO Pump House, MIA",,,105,,,8,,,17,,,12,,
,,,Bharatpur,,,Khadi Gramoday Samiti,,,98,,,7,,,12,,,8,,
,,,,,,RIICO office Building,,,100,,,6,,,10,,,7,,
,,,,,,"RO, Building",,,102,,,7,,,8,,,7,,
,,,Bhiwadi,,,R.O.Building,,,101,,,8,,,63,,,28,,
,,,,,,UIT Guest House,,,38,,,7,,,33,,,24,,
,,,,,,Uttam Strips Ltd,,,97,,,6,,,40,,,25,,
,,,Chittorgarh,,,"Regional Office building, RSPCB, Near FCI
Godown, Chnaderiya",,,102,,,5,,,20,,,8,,
,,,,,,"Veterinary Hospital, Meeranagar",,,97,,,5,,,16,,,7,,
,,,,,,"PHED Pump House, Segawa",,,97,,,4,,,14,,,6,,
,,,Jaipur,,,Ajmeri Gate,,,107,,,5,,,15,,,7,,
,,,,,,"RJPB Office,Jhalana Doongari",,,104,,,4,,,12,,,6,,
,,,,,,"District Education Officer, Chandpole",,,101,,,6,,,23,,,7,,
,,,,,,"RIICO Office, M.I.A.",,,104,,,5,,,14,,,6,,
,,,,,,"RSPCB, Vidyadhar Nagar",,,104,,,5,,,27,,,7,,
,,,,,,,,,,,,,SO2 Concentration in µg/m3,,,,,,,
,,,,,,,,,,No. of,,,,,,,,,,
,,,,City/ Town/,,,,,,,,,Minimum,,,Maximum,,,,
,State / UT,,,,,,Location,,,monitoring,,,,,,,,,Annual,
,,,,Village,,,,,,,,,(24-hourly,,,(24-hourly,,,,
,,,,,,,,,,days,,,,,,,,,Average,
,,,,,,,,,,,,,average),,,average),,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,VKIA,,,104,,,5,,,31,,,10,,
,,,,,,"22,Godam, RIICO Office",,,107,,,5,,,10,,,6,,
,,,,,,Mansarovar Nagar Niigam,,,99,,,5,,,10,,,6,,
,,,,,,RIICO Office Sitapura Industrial Area,,,103,,,4,,,16,,,7,,
,,,Jodhpur,,,"DIC Office, Industrial Estate",,,86,,,3,,,23,,,7,,
,,,,,,Sojati Gate,,,80,,,4,,,12,,,7,,
,,,,,,"Basni Industrial Area, RIICO Office",,,87,,,3,,,13,,,7,,
,,,,,,Maha Mandir Police Thane,,,84,,,4,,,10,,,7,,
,,,,,,"Office of Housing Board, Chopasani Road",,,82,,,3,,,11,,,7,,
,,,,,,Shastri Nagar Police Thana,,,87,,,3,,,12,,,7,,
,,,,,,Kudi Mahila Thana,,,50,,,5,,,8,,,6,,
,,,,,,Sangariya Police Choki,,,47,,,5,,,9,,,6,,
,,,,,,SoorsagarThana,,,47,,,5,,,9,,,6,,
,,,Kota,,,"Regional Office, RJPB, Anantpura",,,99,,,5,,,11,,,7,,
,,,,,,Municipal Corporation Building,,,104,,,5,,,11,,,7,,
,,,,,,Samcore Glass Ltd.,,,109,,,5,,,13,,,7,,
,,,,,,FireStation Nagar Nigam Shrinathpuram,,,104,,,5,,,11,,,7,,
,,,,,,"RajasthanTechnical University,Rawatbhata",,,103,,,5,,,12,,,7,,
,,,,,,"Sewage Treatment Plant, Balita, Kota",,,107,,,5,,,9,,,6,,
,,,Udaipur,,,Ambamata,,,103,,,3,,,13,,,6,,
,,,,,,Town Hall,,,105,,,4,,,23,,,13,,
,,,,,,"Regional Office,MIA",,,104,,,5,,,26,,,14,,
Sikkim,,,Chungthang,,,Chungthang,,,90,,,3,,,10,,,5,,
,,,Gangtok,,,"White Hall Complex, Tasi view point",,,77,,,4,,,10,,,6,,
,,,Mangan,,,Mangan Police Station,,,101,,,3,,,7,,,5,,
,,,Namchi,,,Namchi,,,99,,,4,,,7,,,6,,
,,,Pelling,,,The Pelling Girls Hostel,,,94,,,2,,,11,,,5,,
,,,Rangpo,,,Rangpo Fire Station,,,94,,,3,,,16,,,8,,
,,,Ravangla,,,Ravangla Range Office,,,99,,,2,,,28,,,5,,
,,,Singtam,,,Police Station Building,,,93,,,4,,,8,,,6,,
Tamilnadu,,,Chennai,,,"Govt. High School, Manali",,,58,,,12,,,18,,,15,,
,,,,,,Kathivakkam,,,63,,,11,,,17,,,14,,
,,,,,,Thiruvottiyur,,,62,,,11,,,16,,,14,,
,,,,,,Madras Medical College,,,86,,,2,,,22,,,3,,
,,,,,,"NEERI, CSIR CampusTaramani",,,86,,,2,,,6,,,2,,
,,,,,,Thiruvottiyur Municipal Office,,,87,,,2,,,50,,,5,,
,,,,,,Adiyar,,,57,,,5,,,13,,,8,,
