0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
,,,,,,,,,,,,,SO2 Concentration in µg/m3,,,,,,,
,,,,,,,,,,No. of,,,,,,,,,,
,,,,City/ Town/,,,,,,,,,Minimum,,,Maximum,,,,
,State / UT,,,,,,Location,,,monitoring,,,,,,,,,Annual,
,,,,Village,,,,,,,,,(24-hourly,,,(24-hourly,,,,
,,,,,,,,,,days,,,,,,,,,Average,
,,,,,,,,,,,,,average),,,average),,,,
,,,,,,,,,,,,,,,,,,,,
"Andhra
,,,,,,"INS-Virabahu, Naval Area",,,93,,,12,,,25,,,17,,
,,,,,,Seethammadhara,,,99,,,12,,,28,,,18,,
,,,,,,Ganapuram Area,,,107,,,11,,,32,,,22,,
,,,,,,"Pedagantyada (V), Gajuwada (M)",,,104,,,12,,,25,,,18,,
,,,,,,"CWMP, RAMKY, Parawada",,,106,,,10,,,30,,,21,,
,,,,,,MVP Raitu Bajar,,,102,,,13,,,38,,,17,,
,,,Vizianagaram,,,"Industrial Growth Centre, APIIC Building at
IDA Bobbili",,,101,,,13,,,29,,,19,,
,,,,,,"APIIC Building, VT Agraharam,Industrial
area",,,105,,,11,,,28,,,20,,
,,,,,,Muncipal Kaspa High School,,,102,,,11,,,28,,,19,,
,,,,,,Municipal Office,,,93,,,12,,,29,,,19,,
"Arunachal
Pradesh",,,Itnagar,,,PCCF's Office Compound,,,43,,,5,,,17,,,7,,
,,,Naharlagun,,,APSPCB Office compound,,,35,,,5,,,14,,,7,,
Assam,,,Bongaigaon,,,"Oil India Ltd. PS-6, Chirang",,,70,,,10,,,20,,,12,,
,,,,,,Barpara Office Building,,,86,,,10,,,18,,,12,,
,,,Daranga,,,"BATAD, Sandoop Jhankar town of Bhutan,
Baska",,,94,,,10,,,21,,,14,,
,,,Dibrugarh,,,Dibrugarh Office Building,,,89,,,9,,,18,,,11,,
,,,Golaghat,,,Golaghat Office Building,,,80,,,9,,,16,,,12,,
,,,Guwahati,,,"Head Office, Bamunimaidam",,,134,,,9,,,36,,,15,,
,,,,,,"Boragaon, IASST, Kamrup",,,114,,,12,,,21,,,16,,
,,,,,,"Guwahati University, Kamrup",,,117,,,11,,,22,,,16,,
,,,,,,"ITI Building, Gopinath Nagar",,,117,,,10,,,30,,,15,,
,,,,,,"Khanapara, Central Dairy, Kamrup",,,129,,,10,,,34,,,15,,
,,,,,,"Near Pragjyotish College, Santipur",,,133,,,11,,,27,,,16,,
,,,Margherita,,,Coal India Office,,,91,,,9,,,18,,,12,,
,,,Nagaon,,,"Water Resources Div., Christian Patty,
Nagaon College",,,97,,,11,,,20,,,15,,
,,,Nalbari,,,"PWD Rural Div Office Complex, near
Gordon Boy's GS School",,,77,,,11,,,18,,,14,,
,,,"North
Lakhimpur",,,"Bazar Patti, North Lakhimpur Town",,,86,,,11,,,17,,,14,,
,,,Silchar,,,"Govt. Boys HS School, Janiganj",,,74,,,10,,,14,,,11,,
,,,,,,"RLO, Ithkola Market, Ghaniwala Road",,,75,,,8,,,13,,,10,,
,,,Sivasagar,,,Sibasagar Office Building,,,102,,,9,,,17,,,12,,
,,,,,,"Usha Lodge, near ONGCL Colony",,,103,,,10,,,18,,,14,,
,,,Tezpur,,,Tezpur Office Building,,,86,,,11,,,20,,,15,,
,,,Tinsukia,,,"Digboi Carbon factory Campus, Borguri",,,94,,,6,,,16,,,12,,
,,,,,,"Shreepuria, Borguri",,,98,,,9,,,17,,,12,,
,,,,,,Shivdham,,,98,,,9,,,18,,,13,,
Bihar,,,Begusarai,,,Begusarai,,,104,,,16,,,39,,,22,,
,,,Darbhanga,,,"Smt Baby Kumari, Ashok Hotel,Kadirabad
Chowk",,,105,,,18,,,32,,,24,,
,,,,,,,,,,,,,NO2 Concentration in µg/m3,,,,,,,
,,,,City / town /,,,,,,No. of,,,Minimum,,,Maximum,,,,
,State / UT,,,,,,Location,,,monitoring,,,,,,,,,Annual,
,,,,village,,,,,,,,,(24-hourly,,,(24-hourly,,,,
,,,,,,,,,,days,,,,,,,,,Average,
,,,,,,,,,,,,,average),,,average),,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,Gaya,,,"Godam Road, Raja Market",,,104,,,15,,,34,,,21,,
,,,Muzaffarpur,,,"BSPCB Regional Office, Bela Industrial Area,
Bela",,,104,,,19,,,49,,,31,,
,,,Patna,,,"Beltron Bhawan, Shastri Nagar",,,59,,,13,,,61,,,33,,
,,,,,,"Gandhi Maidan, Auto Exhaust Test Centre",,,75,,,29,,,121,,,69,,
,,,Rajgir,,,"Sujkund, Near Samuraji hotel",,,104,,,16,,,30,,,21,,
,,,Sasaram,,,"Takia,Ward no.2, Rhotas",,,105,,,16,,,27,,,20,,
Chandigarh,,,Chandigarh,,,"Modern Foods, Industrial Area",,,149,,,8,,,48,,,24,,
,,,,,,Sector-17 C,,,142,,,8,,,43,,,19,,
,,,,,,"Punjab Engineering College, Sector- 12",,,162,,,5,,,33,,,16,,
,,,,,,"Sector-39, IMTECH",,,155,,,8,,,85,,,18,,
,,,,,,Kaimbwala Village,,,140,,,8,,,53,,,16,,
Chattisgarh,,,Bilaspur,,,"Regional Office, CECB Vyapar Vihar",,,91,,,10,,,14,,,12,,
,,,"Durg-
Bhillainagar",,,"Visak Hostel, Sector-4",,,77,,,13,,,19,,,16,,
,,,,,,"R.O., 5/32 Banglow Office Building",,,83,,,8,,,15,,,12,,
,,,,,,M.P. Laghu Udyog Nigam,,,84,,,17,,,25,,,22,,
,,,,,,"CSIDC Industrial Growth Center, Borai,
Durg",,,81,,,15,,,25,,,18,,
,,,Korba,,,"HIG 21,22.Near Ghantaghar, MP Extension",,,97,,,16,,,30,,,19,,
,,,,,,"Pragati Nagar NTPC Colony, Jamnipali",,,103,,,16,,,24,,,18,,
,,,,,,"I.T.I., Rampur",,,100,,,16,,,21,,,19,,
,,,Raipur,,,"New HIG-9, Hirapur/Housing Board
Complex Kabir Nagar",,,67,,,19,,,34,,,26,,
,,,,,,M/S Wool Worth India Pvt. Ltd. Sarora,,,40,,,20,,,42,,,33,,
"Dadra &
Nagar Haveli
and Daman
& Diu",,,"Baldevi (Dadra
& Nagar Haveli)",,,"Baldevi Village, Athola, Dandul Faliya,
Teh:Dadra & Nagar Haveli",,,97,,,9,,,24,,,17,,
,,,Silvassa,,,"Khadoli Industrial Area, Khadoli",,,99,,,11,,,45,,,28,,
,,,,,,"Chetan Guest House, Near Post Office,
Piperia, silvassa Char Rasta",,,100,,,10,,,40,,,26,,
,,,Daman,,,"Prima Plastic, Kadaiya Industrial Area,
Kadaiya",,,97,,,9,,,39,,,26,,
,,,,,,"Mashal Chawk, Nani Daman",,,99,,,8,,,37,,,23,,
,,,"Patlara
(Daman)",,,"Makat Faliya/ Ambavadi, Patlara Village,
Moti Daman Teh:Daman",,,100,,,9,,,28,,,17,,
Delhi,,,Delhi,,,"N.Y. School, Sarojini Nagar, Delhi",,,88,,,28,,,180,,,92,,
,,,,,,Janakpuri,,,120,,,16,,,107,,,47,,
,,,,,,"Naraina Industrial Area, Delhi",,,88,,,28,,,195,,,98,,
,,,,,,Nizamuddin,,,116,,,24,,,175,,,72,,
,,,,,,Pritampura,,,127,,,11,,,148,,,46,,
,,,,,,Shahadra,,,113,,,19,,,90,,,47,,
,,,,,,Shahzada Bagh,,,109,,,31,,,120,,,63,,
,,,,,,Siri Fort,,,113,,,16,,,145,,,53,,
,,,,,,"Town Hall, Ayurvedic Dispensary, Chandni
Chowk, Delhi",,,88,,,43,,,209,,,117,,
Goa,,,Amona,,,"Amona, Bicholim",,,105,,,13,,,16,,,14,,
,,,Assanora,,,"Assanora Junction, Bardez",,,104,,,13,,,16,,,14,,
,,,Bicholim,,,Bicholim,,,103,,,13,,,17,,,14,,
,,,Codli,,,"Codli Tisk, Ponda, Sanguem",,,103,,,11,,,17,,,14,,
,,,Cuncolim,,,Cuncolim,,,102,,,13,,,17,,,14,,
,,,Honda,,,"Honda Junction, Sattari",,,104,,,13,,,16,,,14,,
,,,Kundaim,,,Kundaim Industrial Estate,,,104,,,13,,,17,,,14,,
,,,Mapusa,,,Mapusa town,,,90,,,5,,,31,,,10,,
,,,Margao,,,Margao Town,,,102,,,13,,,16,,,14,,
,,,Mormugao,,,"Fire Brigade Station, Port Trust",,,68,,,5,,,45,,,13,,
,,,Panaji,,,"Old GSPCB premises, Patto",,,77,,,5,,,31,,,13,,
,,,Ponda,,,Ponda Town,,,105,,,13,,,16,,,14,,
,,,Sanguem,,,"Near Railway Station at Kalem, Sanguem",,,103,,,13,,,17,,,14,,
,,,Tilamol,,,"Quepem, Tilamol",,,102,,,13,,,16,,,14,,
,,,Tuem,,,Tuem Industrial Estate,,,104,,,13,,,17,,,14,,
,,,Usgao,,,"Usgao Plae, Junction, Ponda",,,96,,,13,,,17,,,14,,
,,,Vasco,,,"Fuse Call Office, Mormugao",,,88,,,5,,,29,,,13,,
Gujarat,,,Ahmedabad,,,"Naroda, G.I.D.C., Ahmadabad",,,87,,,17,,,50,,,25,,
,,,,,,Cadilla Bridge Narol,,,86,,,16,,,52,,,24,,
,,,,,,"Bhagavathi Estate, Keval Kanta Road,
Rakhiyal",,,88,,,17,,,48,,,25,,
,,,,,,"Reliable Products, 61/62 Ilaben",,,87,,,18,,,57,,,28,,
,,,,,,,,,,,,,NO2 Concentration in µg/m3,,,,,,,
,,,,City / town /,,,,,,No. of,,,Minimum,,,Maximum,,,,
,State / UT,,,,,,Location,,,monitoring,,,,,,,,,Annual,
,,,,village,,,,,,,,,(24-hourly,,,(24-hourly,,,,
,,,,,,,,,,days,,,,,,,,,Average,
,,,,,,,,,,,,,average),,,average),,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,"estate,PiranaDump Site,Narol (previous
Dyno Wash)",,,,,,,,,,,,,,
,,,,,,L.D. Engg. College,,,88,,,17,,,52,,,24,,
,,,,,,"Shardaben Hospital, Saraspur",,,86,,,17,,,54,,,25,,
,,,,,,"R.C. Technical High School, Mirzapur",,,86,,,16,,,48,,,24,,
,,,,,,"AZL Behrampura, Ahmadabad",,,87,,,16,,,49,,,25,,
,,,,,,Sola L.T. Chanakyapuri Pumping Station,,,88,,,16,,,46,,,26,,
,,,Anklesvar,,,Rallis India Ltd.,,,88,,,17,,,46,,,26,,
,,,,,,"Durga Traders, Bhavanafarm Society",,,88,,,16,,,45,,,25,,
,,,Jamnagar,,,Fisheries Office,,,87,,,14,,,43,,,25,,
,,,Rajkot,,,Nr. Sardhara Industrial Corporation,,,87,,,18,,,46,,,26,,
,,,,,,GPCB Regional Offce,,,87,,,16,,,51,,,25,,
,,,Surat,,,S.V.R. Engg. College,,,87,,,15,,,50,,,26,,
,,,,,,"B.R.C. High School, Udhna",,,83,,,15,,,50,,,29,,
,,,,,,Near Air India Office,,,88,,,13,,,52,,,26,,
,,,Vadodara,,,"GPCB Office, Geri Vasahat",,,87,,,14,,,49,,,25,,
,,,,,,"Sterling Gelatin Guest House, Vill-
Karakhadi Padia",,,87,,,14,,,47,,,25,,
,,,,,,Dandia Bazaar,,,88,,,16,,,45,,,25,,
,,,,,,CETP Nandesari,,,85,,,16,,,60,,,27,,
,,,,,,Lubrizol,,,87,,,14,,,55,,,26,,
,,,Vapi,,,"GEB, IIIrd Phase, GIDC",,,86,,,10,,,58,,,26,,
,,,,,,"Vapi Nagar Palika, Vapi",,,87,,,10,,,45,,,23,,
"Himachal
Pradesh",,,Baddi,,,Industry Department Office Building,,,123,,,19,,,44,,,33,,
,,,,,,AHC barotiwala,,,110,,,20,,,38,,,27,,
,,,,,,Housing Board,,,48,,,23,,,49,,,33,,
,,,Damtal,,,Regional Office,,,119,,,5,,,12,,,9,,
,,,,,,Old Road,,,113,,,5,,,12,,,9,,
,,,Dharamshala,,,Kotwali Bazar Dharamshala,,,84,,,5,,,10,,,6,,
,,,,,,"Daari, Dharamshala",,,124,,,5,,,14,,,6,,
,,,Gulaba,,,Behind green tax barrier,,,19,,,5,,,7,,,5,,
,,,Kala Amb,,,Kala Amb Industrial Area,,,166,,,10,,,36,,,15,,
,,,,,,Kala Amb Town/Trilokpur,,,161,,,9,,,20,,,14,,
,,,Manali,,,"Nehru Park, Manali, Kullu",,,88,,,7,,,16,,,11,,
,,,,,,"HPSPCB, Hadimba Road, Manali, Kullu",,,72,,,5,,,7,,,5,,
,,,Marhi,,,Behind Police check post,,,12,,,5,,,11,,,,,
,,,Nalagarh,,,Municipal Council,,,114,,,18,,,56,,,25,,
,,,Paonta Sahib,,,Paonta Sahib,,,165,,,9,,,21,,,13,,
,,,,,,Gondhpur Industrial Area,,,120,,,11,,,19,,,15,,
,,,Parwanoo,,,"Regional Office, Sector- 4",,,133,,,5,,,30,,,6,,
,,,,,,Asst. Commissioner Building Sector I,,,122,,,5,,,34,,,6,,
,,,Shimla,,,"Bus Stand, Winterfield",,,202,,,11,,,34,,,26,,
,,,Sunder Nagar,,,"HPSPCB, BBMB Colony, Mandi",,,143,,,5,,,26,,,8,,
,,,,,,"Muncipal Council, NH-21, Mandi",,,107,,,5,,,24,,,9,,
,,,Una,,,"Regional Office, Una",,,17,,,7,,,8,,,,,
,,,Vashisht,,,"Behind pollution check barrier, Bahang /
Station No.-II1, Bahang",,,44,,,5,,,11,,,5,,
"Jammu &
Kashmir",,,Jammu,,,"Regional Office, Jammu",,,66,,,6,,,26,,,17,,
,,,,,,"M.A. Stadium, Jewel Chowk",,,62,,,10,,,24,,,17,,
,,,,,,Bari Brahamana Industrial Area,,,73,,,9,,,25,,,17,,
Jharkhand,,,Barajamda,,,Barajamda U.M. Office,,,91,,,18,,,28,,,23,,
,,,Dhanbad,,,R.O. Dhanbad,,,102,,,30,,,43,,,36,,
,,,,,,"EMTI, Bastacola",,,75,,,28,,,44,,,34,,
,,,,,,"CGM Office, Kusunda",,,100,,,28,,,43,,,34,,
,,,Jamshedpur,,,Bistupur Vehical Testing Centre,,,93,,,37,,,54,,,48,,
,,,,,,Golmuri Vehicle Testing Centre,,,91,,,37,,,52,,,47,,
,,,Jharia,,,M.A.D.A.,,,105,,,29,,,41,,,35,,
,,,Ranchi,,,"Albert Ekka Chowk, Main Road",,,96,,,35,,,121,,,37,,
,,,Saraikela,,,"RO Building, Adityapur",,,91,,,39,,,53,,,46,,
,,,Sindri,,,BIT / PDIL,,,73,,,24,,,40,,,33,,
Karnataka,,,Bagalkote,,,Bagalkote KSPCB Office Premises,,,85,,,8,,,32,,,17,,
,,,Bangalore,,,"Graphite India, White Field Road",,,83,,,15,,,41,,,27,,
,,,,,,"AMCO Batteries, Mysore Road",,,107,,,18,,,41,,,28,,
,,,,,,"KHB Industrial Area, Yelahanka",,,80,,,11,,,39,,,24,,
,,,,,,Peenya Industrial Area,,,52,,,18,,,38,,,30,,
,,,,,,Victoria hospital,,,103,,,14,,,38,,,25,,
,,,,,,,,,,,,,NO2 Concentration in µg/m3,,,,,,,
,,,,City / town /,,,,,,No. of,,,Minimum,,,Maximum,,,,
,State / UT,,,,,,Location,,,monitoring,,,,,,,,,Annual,
,,,,village,,,,,,,,,(24-hourly,,,(24-hourly,,,,
,,,,,,,,,,days,,,,,,,,,Average,
,,,,,,,,,,,,,average),,,average),,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Yeshwanthpura police station,,,100,,,14,,,38,,,28,,
,,,,,,"Jnanabharathi, Bangalore University",,,102,,,9,,,32,,,17,,
,,,,,,"RV College of Engineering, Mysore Road",,,1,,,18,,,18,,,,,
,,,,,,"TERI office, Vital Medi healthcare Pvt Ltd",,,108,,,14,,,40,,,27,,
,,,Belgaum,,,Karnataka SPCB Office Building,,,52,,,9,,,27,,,16,,
,,,Bidar,,,KSPCB Office Premises,,,59,,,5,,,16,,,9,,
,,,Bijapur,,,KSPCB Office Premises,,,36,,,9,,,33,,,17,,
,,,Chitradurga,,,KSPCB Office Premises,,,105,,,5,,,11,,,6,,
,,,Devanagere,,,"Regional Office building, KSPCB",,,94,,,5,,,14,,,8,,
,,,,,,"Mothi Theatre, Gandhi Circle, P.B. Road /
Traffic Police Station",,,80,,,9,,,41,,,19,,
,,,,,,"HPF Intakewell, Kumarapattnam",,,102,,,5,,,11,,,7,,
,,,Gulburga,,,Government Hospital,,,58,,,8,,,28,,,13,,
,,,Hassan,,,KSRTC bus stand building,,,104,,,14,,,27,,,20,,
,,,Hubli-Dharwad,,,"Lakkamanahalli Industrial Area, Dharwad",,,105,,,13,,,23,,,17,,
,,,,,,"Rani Chennamma Circle, Hubli",,,104,,,14,,,26,,,21,,
,,,Kolar,,,"KSPCB Office Premises, Kolar",,,98,,,17,,,40,,,27,,
,,,Mandya,,,"KSPCB Building, Bandigowda Badarahe",,,107,,,11,,,27,,,14,,
,,,Mangalore,,,Baikampady Industrial Area,,,92,,,9,,,11,,,10,,
,,,Mysore,,,"K.R.Circle, Visvesvaraya Bldg",,,111,,,12,,,34,,,15,,
,,,,,,KSPCB Bldg. Hebbal Ind. Area,,,1,,,11,,,11,,,,,
,,,Raichur,,,"KSPCB Office Premises, Raichur",,,77,,,5,,,27,,,11,,
,,,Shimaga,,,"The VISL, Oxygen Plant, Shimoga",,,100,,,5,,,14,,,6,,
,,,Timukuru,,,KSPCB Office Premises,,,103,,,17,,,42,,,27,,
Kerala,,,Alappuzha,,,"District Office, Alissery Road",,,107,,,5,,,5,,,5,,
,,,,,,"DC Mills, Pathirappally",,,25,,,5,,,5,,,5,,
,,,,,,William Goodacre Power House Bridge,,,71,,,5,,,10,,,5,,
,,,Kochi,,,"Eloor I, FACT, Ambalamughal",,,107,,,6,,,31,,,19,,
,,,,,,Eloor II,,,102,,,10,,,43,,,23,,
,,,,,,Irumpanam,,,105,,,5,,,35,,,11,,
,,,,,,Ernakulum South,,,65,,,5,,,32,,,13,,
,,,,,,VYTTILA,,,105,,,5,,,33,,,12,,
,,,,,,MG Road Bank Ernakulum,,,105,,,5,,,31,,,12,,
,,,,,,KALAMASSERY / CSIR Complex,,,103,,,5,,,31,,,10,,
,,,,,,Kuttipadam,,,42,,,7,,,20,,,13,,
,,,Kollam,,,"KSPCB, District Office, Kadappakada",,,110,,,5,,,8,,,5,,
,,,,,,KMML Chavara,,,110,,,5,,,9,,,7,,
,,,Kottayam,,,Kottayam,,,119,,,12,,,13,,,12,,
,,,,,,Vadavathoor,,,119,,,12,,,14,,,13,,
,,,Kozhikode,,,Kozhikode City,,,103,,,5,,,13,,,5,,
,,,,,,Nallalam,,,67,,,5,,,11,,,5,,
,,,Malapuram,,,"Kakkanchery, Sijmak oils",,,107,,,9,,,21,,,15,,
,,,Palakkad,,,SEPR Refractories India Ltd.,,,98,,,5,,,28,,,7,,
,,,Pathanamthitta,,,"KSPCB, Makkamkunnu",,,100,,,14,,,19,,,17,,
,,,"Thiruvananthap
uram",,,PRS Hospital/COSMO,,,105,,,8,,,29,,,15,,
,,,,,,SMV School,,,105,,,7,,,32,,,16,,
,,,,,,VELI / HiTech Chackai,,,105,,,10,,,40,,,18,,
,,,,,,PETTAH / Sasthamangalam(plamadou),,,105,,,8,,,34,,,16,,
,,,Thissur,,,"KSPCB, District Office, Poonkunnam",,,104,,,5,,,20,,,6,,
,,,,,,Thissur/ Peringandoor,,,74,,,5,,,12,,,5,,
,,,Wayanad,,,Sulthan Bathery,,,104,,,5,,,5,,,5,,
,,,,,,Wayanad,,,79,,,5,,,5,,,5,,
"Madhya
Pradesh",,,Amlai,,,HJI,,,60,,,15,,,26,,,21,,
,,,,,,OPM,,,69,,,14,,,22,,,18,,
,,,Bhopal,,,"Hamidia Road, MP Hastshilp Vikas Nigam",,,72,,,5,,,39,,,21,,
,,,,,,CETP Govindpura,,,88,,,8,,,32,,,17,,
,,,,,,"Nutan Subhash School, T.T. Nagar",,,36,,,5,,,11,,,9,,
,,,,,,"Kolar Thana, Kolar Road, Bhopal",,,69,,,5,,,53,,,20,,
,,,,,,"AKVN Office, Industrial Area Mandideep,
Raisen",,,71,,,9,,,56,,,27,,
,,,,,,"Barkatuallah University, Hoshgabad Road,
Bhopal",,,74,,,5,,,30,,,13,,
,,,,,,"Main Road, Hemu Colony, Bairagarh,
Bhopal",,,77,,,5,,,41,,,17,,
,,,,,,Arera Colony,,,82,,,5,,,24,,,10,,
,,,Chhindwara,,,"HIG -33, Front of Geetanali Park Housing",,,96,,,8,,,21,,,14,,
,,,,,,,,,,,,,NO2 Concentration in µg/m3,,,,,,,
,,,,City / town /,,,,,,No. of,,,Minimum,,,Maximum,,,,
,State / UT,,,,,,Location,,,monitoring,,,,,,,,,Annual,
,,,,village,,,,,,,,,(24-hourly,,,(24-hourly,,,,
,,,,,,,,,,days,,,,,,,,,Average,
,,,,,,,,,,,,,average),,,average),,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,"Board Colony, Chadagaon",,,,,,,,,,,,,,
,,,,,,"Hindustan Unileaver, Narsinghpur Road,",,,88,,,7,,,19,,,14,,
,,,Dewas,,,EID Perry (I) Limited,,,94,,,16,,,35,,,26,,
,,,,,,Dewas Metal Section,,,93,,,13,,,35,,,26,,
,,,,,,Vikas Nagar,,,96,,,16,,,35,,,26,,
,,,Gwalior,,,Dindayal Nagar,,,90,,,8,,,44,,,23,,
,,,,,,Maharaj Bada,,,93,,,10,,,46,,,24,,
,,,Indore,,,"M.P. Laghu Udyog, Pologround",,,103,,,7,,,67,,,18,,
,,,,,,"Kothari Market, M.G. Road",,,109,,,7,,,30,,,17,,
,,,,,,"Telephone Nagar, 26 A, Kanadia Road",,,109,,,12,,,33,,,18,,
,,,Jabalpur,,,Vijay Nagar,,,101,,,11,,,19,,,14,,
,,,,,,Udaipur Beverage Racchai,,,101,,,15,,,22,,,19,,
,,,Katni,,,"HIG-4 Housing Board Colony Jhinjhri, Katni",,,96,,,17,,,36,,,27,,
,,,,,,"Calderys Works Refactories India Private
Limited, Guest House, Katni",,,72,,,21,,,36,,,29,,
,,,Nagda,,,Chem. D. Labour Club,,,79,,,7,,,25,,,12,,
,,,,,,B C I Labour Club,,,80,,,8,,,21,,,13,,
,,,,,,Grasim Kalyan Kendra,,,75,,,9,,,20,,,15,,
,,,Prithampur,,,"Vikas Bhavan, Sector-2",,,94,,,11,,,22,,,18,,
,,,,,,"RCC Over Head Tank No. 1, Sector-3",,,112,,,11,,,24,,,18,,
,,,Sagar,,,Pt.Deendayal Nagar,,,96,,,5,,,21,,,14,,
,,,,,,"Katra Bazar, Sagar",,,101,,,5,,,32,,,13,,
,,,Satna,,,Sub-divisional Office E/M Light Machniery,,,73,,,7,,,20,,,11,,
,,,,,,"MPPCB,Dharwari GaliNo.5,House No.318",,,75,,,5,,,34,,,10,,
,,,Singrauli,,,Jayant Township,,,83,,,20,,,112,,,49,,
,,,,,,"N.T.P.C., Vidyanagar",,,81,,,19,,,107,,,49,,
,,,,,,Waidhan,,,87,,,19,,,94,,,47,,
,,,Ujjain,,,District Office,,,66,,,10,,,15,,,13,,
,,,,,,Regional Office,,,75,,,8,,,16,,,11,,
,,,,,,Mahakal Temple,,,51,,,8,,,16,,,12,,
,,,,,,Chamunda Mata Chouraha,,,49,,,10,,,21,,,12,,
Maharashtra,,,Akola,,,"LRT Commerce College, Civil Lines, Akola",,,88,,,12,,,15,,,13,,
,,,,,,"MIDC Water Work, Phash-II, MIDC Akola",,,143,,,12,,,19,,,15,,
,,,,,,"College Of Engineering & Tech, Akola",,,196,,,12,,,19,,,15,,
,,,Ambernath,,,Ambernath Municipal Council Office,,,131,,,21,,,129,,,66,,
,,,Amravati,,,"Apurva Oil Industries, A-23, MIDC",,,215,,,9,,,25,,,15,,
,,,,,,"Elect. Dept., Govt College Engineering",,,92,,,9,,,18,,,14,,
,,,,,,"Rajkamal Square, Vaneeta Samaj",,,154,,,9,,,25,,,15,,
,,,Aurangabad,,,S.B.E.S. College,,,144,,,19,,,68,,,37,,
,,,,,,Collector Ofiice,,,127,,,10,,,65,,,33,,
,,,,,,"C.A.D.A. Ofiice, Garkheda",,,91,,,22,,,65,,,37,,
,,,Badlapur,,,BIWA Office,,,187,,,19,,,120,,,60,,
,,,Bhiwandi,,,"Prematai Hall, Near Dhamankar Naka",,,101,,,31,,,69,,,44,,
,,,,,,"Fire Brigade Office, I.G.M. Hospital",,,165,,,31,,,69,,,44,,
,,,,,,"Regional Office, M.P.C. Board, Kalyan",,,237,,,31,,,69,,,43,,
,,,Chandrapur,,,Grampanchat Ghughus,,,94,,,12,,,49,,,28,,
,,,,,,M.I.D.C. Chandrapur,,,101,,,18,,,46,,,29,,
,,,,,,Nagar Parishad,,,163,,,10,,,85,,,30,,
,,,,,,"Gadchandur Gram Panchayat, Rajura",,,97,,,18,,,47,,,29,,
,,,,,,"MIDC, Tadali",,,97,,,14,,,45,,,29,,
,,,,,,"Muncipal Council, Ballarshah",,,99,,,19,,,43,,,29,,
,,,Dombivali,,,Dombivali MIDC Phase-II,,,190,,,20,,,120,,,60,,
,,,Jalgaon,,,B. J. Market,,,94,,,28,,,36,,,32,,
,,,,,,Girna water tank,,,213,,,27,,,38,,,32,,
,,,,,,MIDC Jalgaon,,,154,,,27,,,38,,,33,,
,,,Jalna,,,"Bachat Bhawan, Near S P Office",,,104,,,33,,,51,,,39,,
,,,,,,"Krishidhan Seeds Ltd, MIDC Area",,,172,,,33,,,52,,,40,,
,,,Kolhapur,,,"University Campus, Shivaji University",,,80,,,10,,,33,,,20,,
,,,,,,"Ruikar Trust, S.T. Stand",,,147,,,10,,,82,,,38,,
,,,,,,"Mahadwar Road, Near Mahalaxmi Temple",,,203,,,10,,,82,,,37,,
,,,Latur,,,MIDC Water Works,,,239,,,18,,,27,,,21,,
,,,,,,Kshewraj Vidyalaya Shyam nagar,,,104,,,18,,,27,,,21,,
,,,,,,Sidhheshwar Sahakari Bank Ganjgolai,,,172,,,18,,,27,,,20,,
,,,Mumbai,,,"Bank of India, Kalbadevi /Branch,
Kalbadevi/ VARSOVA",,,84,,,5,,,73,,,27,,
,,,,,,"Parel TT, Ambedkar Road",,,88,,,7,,,73,,,30,,
,,,,,,,,,,,,,NO2 Concentration in µg/m3,,,,,,,
,,,,City / town /,,,,,,No. of,,,Minimum,,,Maximum,,,,
,State / UT,,,,,,Location,,,monitoring,,,,,,,,,Annual,
,,,,village,,,,,,,,,(24-hourly,,,(24-hourly,,,,
,,,,,,,,,,days,,,,,,,,,Average,
,,,,,,,,,,,,,average),,,average),,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Worli,,,87,,,6,,,71,,,26,,
,,,Nagpur,,,Institution of Engineers,,,100,,,29,,,57,,,39,,
,,,,,,"Govt. Polytechnic College, Sadar",,,96,,,29,,,60,,,41,,
,,,,,,MIDC Office Hingana Road,,,100,,,23,,,56,,,42,,
,,,,,,"MIDC Industrial Area, MIDC Office, Hingna",,,82,,,5,,,63,,,22,,
,,,,,,"Nagpur Coop Building, Maskasath, Itwari",,,79,,,6,,,41,,,18,,
,,,,,,"NEERI Lab, Nehru Marg, Highway No. 7",,,74,,,8,,,83,,,21,,
,,,,,,"MPCB Office Premises, Civil Lines",,,321,,,22,,,56,,,38,,
,,,Nashik,,,R.T.O. Colony Tank,,,154,,,8,,,42,,,22,,
,,,,,,"VIP Industrial Area, MIDC Satpura",,,104,,,8,,,42,,,22,,
,,,,,,Nashik Municipal Council Building,,,218,,,8,,,42,,,22,,
,,,,,,"MPCB Sub R.O. Udyog Bhawan, Nashik",,,305,,,6,,,72,,,21,,
,,,Navi Mumbai,,,"T.B.I.A, Rabale Airoli, TTC",,,103,,,17,,,75,,,48,,
