0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,Allahabad,Square crossing circle of Laxmi Talkies,106,,,53,,,444,,,216,,
,,Bharat Yantra Nigam Ltd,99,,,62,,,296,,,171,,
,,Alopibagh/Sewage Pumping Stations,113,,,57,,,172,,,108,,
,,Jhonstonganj/co-operative Bank,116,,,54,,,182,,,113,,
,,Rambagh/Parag Dairy,112,,,52,,,164,,,93,,
,Anpara,"Anpara Colony, Sonabhadra",81,,,64,,,242,,,165,,
,,"Renusagar Colony, Sonabhadra",81,,,67,,,207,,,142,,
,Bareily,IVRI Izatnaga,53,,,110,,,262,,,183,,
,,"Indian oetrol pump, Civil Line",51,,,131,,,279,,,207,,
,Firozabad,Center for Development of Glass Industry,62,,,94,,,466,,,262,,
,,Tilak Nagar,61,,,0,,,267,,,140,,
,,Raza ka Tal,61,,,100,,,401,,,257,,
,Gajraula,"Raunaq Auto Ltd, J.P. Nagar",95,,,93,,,351,,,194,,
,,"Indira Chowk, J.P. Nagar",95,,,80,,,417,,,219,,
,Ghaziabad,"Atlas Cycles Industries, Sahibabad Ind.
area",69,,,57,,,517,,,286,,
,,Bulandshaar Road Industrial Area,53,,,72,,,734,,,275,,
,Gorakpur,"M. M.M. Engineering College, Gorakhpur",50,,,108,,,118,,,112,,
,,"India Glycol Ltd. Gida, Gorakhpur",50,,,220,,,238,,,230,,
,,"Jalkal, Muncipal Corporation, Golghar",50,,,206,,,225,,,216,,
State,City,Location,,No. of monitoring,,,PM10 concentration µg/m3,,,,,,,
,,,,days,,,Minimum,,,Maximum,,,Annual average,
,Jhansi,Manik Chawk / Jal chauraha,103,,,89,,,198,,,125,,
,,Veeranga Nagar,103,,,71,,,179,,,101,,
,Kanpur,"Forest & Training Centre, Kidwai Nagar",62,,,163,,,258,,,215,,
,,"Chamber Of Commerce Darshanpurwa/
Deputy ka Parao",90,,,183,,,297,,,239,,
,,"Associated Chem Pvt Ltd, Fazalganj, Panki,
Site-5",78,,,164,,,287,,,242,,
,,Dabauli / Shastri NGR,78,,,177,,,268,,,230,,
,,Jajmau / Awas Vikas,87,,,154,,,298,,,228,,
,,"I.I.T. Campus, Kanpur",98,,,16,,,376,,,115,,
,,"Dada Nagar, Kanpur",92,,,49,,,677,,,238,,
,,"Ramadevi, Kanpur",69,,,46,,,639,,,287,,
,Khurja,"Central Glass & Ceramic Research
Institute",89,,,173,,,266,,,221,,
,,Ahirpara,95,,,171,,,244,,,196,,
,Lucknow,Mahanagar,54,,,52,,,540,,,242,,
,,"Chandganj Garden, Aliganj",70,,,19,,,455,,,233,,
,,"Kapoor Hotel, Hazratganj",60,,,112,,,680,,,328,,
,,Talkatora,51,,,49,,,481,,,230,,
,,Aminabad / S.M.K Chowk,75,,,61,,,555,,,257,,
,,Nagar Nigam,70,,,25,,,557,,,270,,
,,"Ansal Technical Institute Campus, Ansal
API",55,,,37,,,521,,,214,,
,,Vikas Khand,74,,,44,,,671,,,194,,
,Mathura,"RO. UPPCB, 65 Baldevpuri, Maholi Road",35,,,118,,,184,,,147,,
,,"CETP, Industrial Area, Mathura",37,,,124,,,191,,,161,,
,Meerut,Begum Bridge,54,,,157,,,248,,,170,,
,,Thana Railway Road / Kesarganj,54,,,116,,,248,,,135,,
,Moradabad,"Hindu College, Station Road",85,,,79,,,477,,,250,,
,,"Central Police Hospital, Civil Lines",87,,,61,,,286,,,184,,
,Noida,"UP PPCB, E-12/1, Sector - 1",88,,,102,,,459,,,220,,
,,Gee-Pee Electroplating and Eng. Work,84,,,72,,,470,,,211,,
,Raebareli,"Town Hall Colony, Ahmad Nagar, Gulab
Road",74,,,82,,,231,,,129,,
,,"Khoya mandi Tiraha Lucknow Road
Raebareli",74,,,114,,,257,,,147,,
,,Amawan Road Ind. Area Raebareli,76,,,73,,,247,,,146,,
,Saharanpur,"SRE-A, IIT Roorkee, Saharanpur Campus",64,,,124,,,319,,,174,,
,,"UPCL S.E. Office, Near Clock Tower",64,,,157,,,392,,,173,,
,Unnao,"H. No. 5, Krishna Nagar",95,,,67,,,131,,,98,,
,,"IIA Building, Industrial Area, Site 10",94,,,140,,,168,,,152,,
,Varanasi,"Regional Office, Jawahar Nagar",95,,,80,,,489,,,211,,
,,Sigra,83,,,79,,,504,,,219,,
,,Saket Nagar,62,,,135,,,453,,,265,,
,,BHU,62,,,108,,,352,,,221,,
,,Chandpur,60,,,169,,,584,,,303,,
"Uttarakhan
d",Dehradun,"Raipur Road, Near parag Diary",44,,,148,,,339,,,223,,
,,"Clock Tower, PWD Guest House",46,,,110,,,278,,,194,,
,,Himalaya Drug Co. Near ISBT,45,,,187,,,400,,,328,,
,Haldwani,Govt. Women Hospital,99,,,104,,,216,,,129,,
,Haridwar,"SIDCUL, Haridwar",86,,,39,,,147,,,106,,
,Kashipur,"BSNL Office, Kashipur",96,,,55,,,255,,,111,,
,Rishikesh,Nagar Palika Parishad,85,,,91,,,185,,,128,,
,Rudrapur,SIDCUL Office,100,,,51,,,251,,,126,,
,Bankura,Bankura Municipility,104,,,34,,,136,,,92,,
,Bolpur,Bolpur Municipility,104,,,35,,,134,,,92,,
,Rampurhat,Rampurhat Municipility,104,,,39,,,156,,,92,,
,Suri,Suri Municipility,104,,,37,,,137,,,92,,
,Coochbehar,ABM Seal College,104,,,20,,,97,,,56,,
,,"Uttarbanga Krishi Visvavidyalaya,
Pundibari",104,,,25,,,104,,,57,,
,Balurghat,Balurghar College,104,,,23,,,85,,,46,,
,Darjeeling,Bose Institute Campus,54,,,30,,,73,,,56,,
,Siliguri,Siliguri,103,,,27,,,105,,,59,,
,Chinsura,"Chinsura Municipility, Pipulpati Auto
Stand",104,,,19,,,203,,,83,,
State,City,Location,,No. of monitoring,,,PM10 concentration µg/m3,,,,,,,
,,,,days,,,Minimum,,,Maximum,,,Annual average,
,Dankuni,"Krishnanagar Municipility, Dankuni",104,,,22,,,199,,,77,,
,Rishra,Rishra Municipility,104,,,20,,,229,,,91,,
,Tribeni,Tribeni Health Center,104,,,20,,,197,,,79,,
,Howrah,Howrah Municipal Corporation,104,,,30,,,360,,,124,,
,,"Naskarpara Pump House, Ghuseri",104,,,26,,,314,,,103,,
,,"CDS & Health Centre, Bator",104,,,28,,,244,,,104,,
,,"Howrah Municipality School, Bandhaghat",104,,,32,,,292,,,110,,
,Sankrail,Bharat Co-op Housing Society,104,,,19,,,239,,,83,,
,,"Bagan Police Station, Bagan",104,,,19,,,238,,,80,,
,,Dhulagar Gram Pachayat,104,,,18,,,199,,,81,,
,,"P Mukherjee's House, Near SBI Amta",104,,,16,,,171,,,67,,
,Uluberia,"ESI hospital nursing building, 3rd floor,
Near Sahib Mandir",104,,,20,,,203,,,79,,
,Jalpaiguri,Raninagar Jalpaigur,104,,,20,,,106,,,53,,
,Kolkata,"Salt Lake, Rooftop of CK Market",106,,,39,,,221,,,101,,
,,"KMC office Building, Moulali",108,,,51,,,331,,,143,,
,,"Minto Park, Inside Park AJC Bose Road",104,,,38,,,296,,,122,,
,,"Dunlop Bridge, National Sample Survey",104,,,43,,,342,,,146,,
,,"Behala Chowrasta, Traffic Guard Building",104,,,45,,,319,,,130,,
,,"Upanagari Sporting Club, Baishnabghata",104,,,31,,,271,,,103,,
,,"Cossipore Police Station, B.T. Road",96,,,3,,,383,,,119,,
,,"Dalhousie Square, Lal Bazzar Police
Headqtr.",96,,,15,,,298,,,105,,
,,Kasba,94,,,12,,,695,,,100,,
,,"Infectious Diseases & BG Hospital,
Beliaghata",108,,,37,,,293,,,108,,
,,"CESC Building, Mandeville Gardens,
Gariahat",104,,,36,,,271,,,114,,
,,"Administrative Building, Hyde Road",104,,,68,,,393,,,163,,
,,"KMC Drainage, Pumping Station, 9
Mominpur Road, Mominpur",104,,,32,,,237,,,101,,
,,Paribesh Bhawan,107,,,32,,,302,,,118,,
,,"Milan Tirtha Club, Picnic Garden",105,,,34,,,246,,,102,,
,,"Public Health Engineering Office Building,
Rajarhar",108,,,27,,,216,,,85,,
,,"Tennis Club Biulding, 45-46 Canal West
Road, Fariapukur, Shyambazar",104,,,45,,,328,,,139,,
,,"Elite India Rubber Products Pvt.Ltd.,
Topsia",104,,,45,,,349,,,142,,
,,"Maniktala Fire Station Building, 17,
Bagmari Lane, Ultadanga",108,,,41,,,307,,,131,,
,Malda,"WBPCB Office, Paribesh Bhaban, Vill.
Abhirampur",103,,,24,,,129,,,62,,
,Baharampur,Md. Mozzammal Hossain's House,104,,,50,,,222,,,109,,
,Kalyani,"College of Medicine & JNM Hospital,
Kalyani Industrial Area",104,,,21,,,223,,,85,,
,Ranaghat,"Ranaghat Municipility, 11 school lane",104,,,23,,,262,,,103,,
,Krishnanagar,"Krishnanagar Municipility, TN Thakur
Road",104,,,27,,,210,,,93,,
,Barasat,"Barasat Municipility, 73 Rishi Bankim
Chandra Road",104,,,26,,,274,,,103,,
,Barrackpore,Barrackpore Municiaplity,104,,,24,,,182,,,88,,
,,Dum Dum Telephone Exchange,104,,,22,,,250,,,78,,
,,Khardah Municipality,104,,,22,,,315,,,104,,
,Asansol,Asansol Municipal Corporation,104,,,77,,,243,,,162,,
,,"Kangsabati Spinning Mill, Barjora",104,,,78,,,235,,,164,,
,,"Burnpur Town Department, Burnpur",104,,,79,,,241,,,163,,
,Durgapur,"DMC Water Works, Angadpur",104,,,78,,,234,,,161,,
,,"Kwality Hotel, Bhiringi More, Benachiti",104,,,73,,,248,,,164,,
,,"Bidhannagar, PCBL Club, Muchipara",103,,,67,,,215,,,128,,
,,"Dew India Limited, PCBL More, Durgapur",104,,,74,,,265,,,165,,
,Ghatal,"Annapurna Hotel, Ghatal-Panskura Bus
Stand",104,,,54,,,167,,,96,,
,Kharagpur,"AMD Building, TATA Bearing",104,,,93,,,337,,,129,,
,Medinipur,Vidyasagar University,104,,,57,,,135,,,86,,
,Haldia,"Debhog Milan Viyapith, Bhabanipur",104,,,59,,,376,,,88,,
State,City,Location,,No. of monitoring,,,PM10 concentration µg/m3,,,,,,,
,,,,days,,,Minimum,,,Maximum,,,Annual average,
,,"Bhunia Raichak, Driver's Hut, Bhunia",104,,,71,,,279,,,115,,
,,"Supermarket Building, Durgachak",104,,,63,,,159,,,94,,
,,WBIIDC Ruchi Soya Ind. Durgachak,104,,,65,,,241,,,92,,
,Tamluk,"HP Gas Service Station, Maniktala",104,,,68,,,191,,,112,,
,Purulia,Purulia Municipility,104,,,37,,,134,,,86,,
,South Suburban,"Bauipur Police Station, Baruipur",104,,,33,,,276,,,104,,
,,"P Roy Industrial Training Institute, Amtala",105,,,46,,,219,,,103,,
,,Tollygunge (KOLKATA DISTRICT),105,,,35,,,238,,,106,,
,Raigun,Raigunj College,104,,,21,,,91,,,47,,
,Raniganj,Raniganj Municipality,104,,,75,,,269,,,164,,
,,"Mangalpur, SKS School Mangalpur",104,,,70,,,235,,,162,,
,,Jamuria Municipality,104,,,79,,,241,,,164,,
,,Bardhaman Town,102,,,46,,,178,,,97,,
State,City,Location,,No. of monitoring,,,PM2.5 concentration µg/m3,,,,,,,
,,,,days,,,Minimum,,,Maximum,,,Annual average,
Bihar,Begusarai,Begusarai,104,,,35,,,108,,,68,,
,Muzaffarpur,"BSPCB Regional Office, Bela Industrial
Area",103,,,9,,,417,,,89,,
Chandigarh,Chandigarh,"Modern Foods, Industrial Area",139,,,5,,,498,,,72,,
,,Sector-17 C,140,,,9,,,228,,,60,,
,,"Punjab Engineering College, Sector- 12",128,,,7,,,176,,,60,,
,,"Sector-39, IMTECH",138,,,7,,,245,,,66,,
,,Kaimbwala Village,131,,,7,,,196,,,61,,
Chattisgarh,Raigarh,"Regional Office, ECB, Raigarh",13,,,30,,,52,,,37,,
,,"Jindal Industrial Area,Punjipathra,
Raigarh",11,,,46,,,57,,,53,,
"Dadra & Nagar
Haveli",Silvassa,"Khadoli Industrial Area, Khadoli",95,,,26,,,44,,,33,,
,,"Chetan Guest House, Near Post Office",95,,,26,,,41,,,32,,
,,"M/s. Baldevi, Dandul Faliya",95,,,25,,,42,,,32,,
Daman & Diu,Daman,"Kadaiya Industrial Area, Kadaiya",95,,,23,,,39,,,32,,
,,"Mashal Chawk, Nani Daman",94,,,21,,,39,,,31,,
,,"Makat Faliya/ Ambavadi Moti
Daman",95,,,25,,,42,,,33,,
Delhi,Delhi,Janakpuri,94,,,20,,,341,,,114,,
,,Nizamuddin,81,,,13,,,270,,,83,,
,,Pritampura,50,,,18,,,266,,,117,,
,,Shahadra,75,,,22,,,277,,,101,,
,,Shahzada Bagh,39,,,33,,,227,,,90,,
,,Siri Fort,63,,,19,,,232,,,103,,
Goa,Amona,"Amona, Bicholim",105,,,9,,,56,,,22,,
,Assanora,"Assanora Junction, Bardez",105,,,8,,,31,,,17,,
,Bicholim,Bicholim,105,,,8,,,44,,,20,,
,Codli,"Codli Tisk, Ponda, Sanguem",105,,,5,,,53,,,21,,
,Cuncolim,Cuncolim,104,,,25,,,67,,,45,,
,Curchorem,"Curchorem, Sanvordem, Quepem",104,,,18,,,42,,,28,,
,Honda,"Honda Junction, Sattari",105,,,8,,,88,,,27,,
,Kundaim,Kundaim Industrial Estate,105,,,8,,,37,,,18,,
,Margao,Margao Town,105,,,8,,,46,,,19,,
,Panaji,"Old GSPCB premises, Patto",28,,,9,,,99,,,47,,
,Ponda,Ponda Town,105,,,8,,,48,,,23,,
,Sanguem,"Near Railway Station at Kalem,
Sanguem",103,,,16,,,46,,,29,,
,Tilamol,"Quepem, Tilamol",104,,,17,,,48,,,32,,
,Tuem,Tuem,105,,,8,,,53,,,18,,
,Usgao,"Usgao Plae, Junction, Ponda",105,,,9,,,57,,,24,,
Gujarat,Ahmedabad,"Naroda, G.I.D.C., Ahmadabad",89,,,29,,,53,,,37,,
,,Cadilla Bridge Narol,104,,,30,,,96,,,40,,
,,"Bhagavathi Estate, Keval Kanta Road,
Rakhiyal",87,,,28,,,48,,,37,,
,,"Dyno Wash,27 Ilaben Estate",105,,,29,,,98,,,42,,
,,L.D. Engg. College,104,,,27,,,97,,,39,,
,,"Shardaben Hospital, Saraspur",96,,,27,,,48,,,36,,
,,"R.C. Technical High School, Mirzapur",95,,,27,,,49,,,36,,
,,"AZL Behrampura, Ahmadabad",96,,,27,,,46,,,37,,
,,"Sola L.T. Chanakyapuri Pumping Station,",78,,,28,,,49,,,36,,
,Anklesvar,Rallis India Ltd.,104,,,27,,,53,,,35,,
,,"Durga Traders, Bhavanafarm Society",104,,,26,,,67,,,35,,
,Jamnagar,Fisheries Office,99,,,23,,,70,,,36,,
,Rajkot,Nr. Sardhara Industrial Corporation,94,,,26,,,102,,,39,,
,,GPCB Regional Offce,95,,,25,,,72,,,34,,
,Surat,S.V.R. Engg. College,104,,,21,,,54,,,31,,
,,"B.R.C. High School, Udhna",104,,,26,,,96,,,40,,
,,Near Air India Office,105,,,22,,,156,,,35,,
,Vadodara,"GPCB Office, Geri Vasahat",100,,,21,,,52,,,33,,
,,"Sterling Gelatin Guest House, Vill-
Karakhadi Padia",102,,,27,,,82,,,37,,
,,Dandia Bazaar,101,,,22,,,83,,,39,,
,,CETP Nandesari,103,,,8,,,94,,,40,,
State,City,Location,,No. of monitoring,,,PM2.5 concentration µg/m3,,,,,,,
,,,,days,,,Minimum,,,Maximum,,,Annual average,
,,Lubrizol,87,,,25,,,44,,,33,,
,Vapi,"GEB, IIIrd Phase, GIDC",93,,,28,,,54,,,37,,
,,"Vapi Nagar Palika, Vapi",85,,,27,,,47,,,36,,
"Himachal
Pradesh",Manali,"Nehru Park, Manali, Kullu",116,,,7,,,49,,,25,,
,,"HPSPCB, Hadimba Road, Manali, Kullu",59,,,6,,,50,,,22,,
,Parwanoo,"Regional Office, Sector- 4",95,,,4,,,38,,,20,,
,Sunder Nagar,"HPSPCB, BBMB Colony, Mandi",128,,,10,,,146,,,42,,
,,"Muncipal Council, NH-21, Mandi",64,,,13,,,92,,,40,,
Karnataka,Bagalkote,Bagalkote KSPCB Office Premises,78,,,8,,,82,,,37,,
,Bangalore,"Graphite India, White Field Road",53,,,21,,,95,,,51,,
,,"AMCO Batteries, Mysore Road",103,,,22,,,72,,,43,,
,,"KHB Industrial Area, Yelahanka",25,,,37,,,85,,,50,,
,,Peenya Industrial Area,82,,,30,,,73,,,47,,
,,Victoria hospital,40,,,26,,,71,,,36,,
,,Yeshwanthpura police station,64,,,27,,,66,,,43,,
,,"TERI office, Vital Medi healthcare Pvt
Ltd",97,,,25,,,83,,,53,,
,Belgaum,Karnataka SPCB Office Building,64,,,7,,,153,,,53,,
,Bijapur,KSPCB Office Premises,65,,,7,,,89,,,39,,
,Chitradurga,KSPCB Office Premises,46,,,9,,,38,,,20,,
,Devanagere,"Regional Office building, KSPCB",74,,,6,,,83,,,21,,
,,"Mothi Theatre, Gandhi Circle, P.B. Road",2,,,8,,,45,,,27,,
,,"HPF Intakewell, Kumarapattnam",30,,,10,,,34,,,19,,
,Hassan,KSRTC bus stand building,50,,,23,,,49,,,29,,
,"Hubli-
Dharwad","Lakkamanahalli Industrial Area,
Dharwad",96,,,16,,,48,,,32,,
,,"Rani Chennamma Circle, Hubli",93,,,22,,,53,,,37,,
,Karwar,Karwar Port Directors Office,10,,,5,,,46,,,28,,
,Kolar,"KSPCB Office Premises, Kolar",18,,,29,,,57,,,42,,
,Mandya,"KSPCB Building, Bandigowda Badarahe",29,,,22,,,28,,,25,,
,Mangalore,Baikampady Industrial Area,47,,,19,,,90,,,50,,
,Mysore,KSPCB Bldg. Hebbal Ind. Area,31,,,21,,,32,,,27,,
,Raichur,"KSPCB Office Premises, Raichur",115,,,5,,,109,,,39,,
,Shimaga,"The VISL, Oxygen Plant, Shimoga",75,,,9,,,30,,,17,,
,Timukuru,KSPCB Office Premises,25,,,35,,,70,,,58,,
"Madhya
Pradesh",Amlai,HJI,88,,,20,,,44,,,32,,
,,OPM,87,,,18,,,35,,,28,,
,Bhopal,"Hamidia Road, MP Hastshilp Vikas
Nigam",78,,,20,,,172,,,47,,
,,CETP Govindpura,77,,,28,,,131,,,42,,
,,"Nutan Subhash School, T.T. Nagar",69,,,19,,,68,,,30,,
,,"Kolar Thana, Kolar Road, Bhopal",73,,,29,,,95,,,41,,
,,"AKVN Office, Industrial Area
Mandideep, Raisen",44,,,23,,,136,,,42,,
,,"Main Road, Hemu Colony, Bairagarh,
Bhopal",77,,,28,,,150,,,47,,
,Chhindwara,"HIG -33, Front of Geetanali Park
Housing Board Colony, Chadagaon",98,,,12,,,58,,,38,,
,,"Hindustan Unileaver, Narsinghpur Road,",98,,,12,,,58,,,44,,
,Gwalior,Dindayal Nagar,98,,,31,,,87,,,42,,
,,Maharaj Bada,94,,,31,,,109,,,53,,
,Indore,"M.P. Laghu Udyog, Pologround",60,,,28,,,88,,,46,,
,,"Kothari Market, M.G. Road",58,,,26,,,62,,,42,,
,,"Telephone Nagar, 26 A, Kanadia Road",73,,,22,,,63,,,43,,
,Jabalpur,Vijay Nagar,99,,,11,,,90,,,18,,
,,Udaipur Beverage Racchai,99,,,19,,,91,,,27,,
,Katni,"HIG-4 Housing Board Colony Jhinjhri,
Katni",99,,,13,,,87,,,42,,
,,"Calderys Works Refactories India
Private Limited, Guest House, Katni",101,,,13,,,94,,,40,,
,Nagda,Chem. D. Labour Club,57,,,17,,,38,,,29,,
,,B C I Labour Club,94,,,17,,,43,,,32,,
,,Grasim Kalyan Kendra,96,,,21,,,54,,,38,,
,Prithampur,"Vikas Bhavan, Sector-2",60,,,30,,,52,,,41,,
,,"RCC Over Head Tank No. 1, Sector-3",64,,,31,,,59,,,46,,
,Sagar,Pt.Deendayal Nagar,100,,,11,,,48,,,27,,
State,City,Location,,No. of monitoring,,,PM2.5 concentration µg/m3,,,,,,,
,,,,days,,,Minimum,,,Maximum,,,Annual average,
,,"Katra Bazar, Sagar",98,,,13,,,42,,,23,,
,Satna,"Sub-divisional Office E/M Light
Machniery",68,,,18,,,50,,,33,,
,,"MPPCB,Dharwari GaliNo.5,House
No.318",93,,,13,,,71,,,29,,
,Singrauli,Jayant Township,94,,,29,,,83,,,51,,
,,"N.T.P.C., Vidyanagar",91,,,26,,,85,,,50,,
,,Waidhan,96,,,25,,,76,,,50,,
,Ujjain,District Office,74,,,24,,,62,,,43,,
,,Regional Office,72,,,17,,,50,,,32,,
,,Mahakal Temple,49,,,13,,,50,,,33,,
,,Chamunda Mata Chouraha,67,,,20,,,58,,,40,,
Maharashtra,,Worli,83,,,4,,,179,,,40,,
Odisha,Angul,Industrial Estate,100,,,25,,,81,,,46,,
,,NALCO Township,99,,,22,,,85,,,45,,
,Balasore,Sahadevkhunta,103,,,26,,,61,,,43,,
,,DIC office,103,,,26,,,58,,,41,,
,,Rasalpur near Balgopalpur I/A,103,,,33,,,78,,,51,,
,Berhampur,Regional Office Orissa SPCB,101,,,18,,,56,,,35,,
,Bhubneshwar,Capital Police Station,54,,,17,,,102,,,33,,
,,IRC Village,75,,,13,,,68,,,35,,
,,Office Premises Bhubaneswar,84,,,15,,,68,,,38,,
,,"Water works, Palasuni, Rasalgarh",24,,,19,,,85,,,52,,
,,"Patrapara, Khandagiri",11,,,15,,,36,,,27,,
,,Chandrashekharpur,59,,,15,,,63,,,30,,
,Cuttack,"Traffic Tower, Badambadi",104,,,29,,,75,,,47,,
,,P.H.D Office Barabati,105,,,24,,,65,,,41,,
,,"R.O. Cuttack Office, Surya Vihar",101,,,22,,,64,,,42,,
,Jharsuguda,R.O. Building Cox colony,83,,,23,,,77,,,49,,
,,"TRL Colony, M/s. TRL Krosaki
Refractories Ltd. PO: Bhepahar,",55,,,17,,,95,,,45,,
,Kalinga Nagar,Over the Guest House of M/s NINL,54,,,22,,,86,,,54,,
,,RO Office Building,90,,,34,,,84,,,54,,
,,"Maintenance Office of M/s NINL,
Duburi",68,,,21,,,140,,,63,,
,Konark,Konark Police Station,69,,,14,,,91,,,36,,
,Paradeep,On roof of PPT Staff Quarter,75,,,13,,,95,,,39,,
,,On roof of PPL Gueest,90,,,13,,,91,,,40,,
,,On roof of STP building IFFCO,93,,,17,,,116,,,40,,
,Puri,Sadar police station,31,,,11,,,41,,,24,,
,,Town Police Station,20,,,12,,,41,,,27,,
,Rayagada,Regional Office Orissa SPCB,104,,,10,,,86,,,33,,
,,"LPS High School, Jaykaypur",105,,,12,,,67,,,36,,
,Rourkela,"Regional Office, ORPB",52,,,27,,,49,,,40,,
,,Kalunga Industrial Estate,35,,,18,,,92,,,68,,
,,"DISIR, Rajgangpur",109,,,10,,,91,,,42,,
,,"Kuarmunda, Sundergarh",104,,,18,,,69,,,43,,
,,"Govt. Hospital Bonai At/Po/PS-Bonai
Dist-Sudargarh",34,,,11,,,25,,,18,,
,Sambalpur,"Filter Plant, PHD Office, Modipara",107,,,39,,,64,,,46,,
,Talcher,Coal Field Area,100,,,21,,,86,,,46,,
,,T.T.P.S.Colony,100,,,16,,,96,,,44,,
Tamilnadu,Chennai,"NEERI, CSIR CampusTaramani",83,,,12,,,71,,,32,,
,Coimbatore,"Poniarajapuram, On the top of DEL",91,,,9,,,58,,,32,,
,,G.D.Matric Hr.Sec.School,96,,,10,,,53,,,31,,
,,"SIDCO Office, Coimbatore/ Kurichi",95,,,14,,,77,,,38,,
,Madurai,Highway (Project -I) Building,33,,,14,,,52,,,24,,
,,Fenner (I) Ltd. Kochadai,47,,,13,,,56,,,31,,
,,"Kunnathur Chatram Avvai Girls HS
School",34,,,21,,,64,,,35,,
,Adilabad,"Building of SCCL Manadamarri Club
Mandamarri, Adilabad",91,,,23,,,39,,,31,,
,Hyderabad,Balanagar,89,,,21,,,116,,,60,,
,,"Tarnaka, NEERI Lab. IICT Campus",89,,,6,,,94,,,53,,
,,"Uppal, Modern Foods & Industries IDA",79,,,21,,,120,,,53,,
,,Jublee Hills,52,,,22,,,96,,,45,,
State,City,Location,,No. of monitoring,,,PM2.5 concentration µg/m3,,,,,,,
,,,,days,,,Minimum,,,Maximum,,,Annual average,
,,Paradise,83,,,21,,,87,,,51,,
,,Charminar,83,,,20,,,127,,,58,,
,,Zoo Park,95,,,6,,,124,,,51,,
,,"Jeedimetla Industrial Estate,
Rangareddy Distt.",107,,,20,,,119,,,58,,
,Khammam,Station Name: CER Club Khamam,27,,,11,,,62,,,27,,
,Nalgonda,AP PCB Nalgonda,87,,,11,,,50,,,36,,
,Nizamabad,"subashnagar,nizamabad dist",86,,,21,,,38,,,29,,
,Patencheru,"Police Station, Medak,
Ramachadrapuram",68,,,12,,,50,,,31,,
,Sangareddy,Pashamylaram/Municipal Office,103,,,6,,,203,,,45,,
,,"Regional office Building of
SANGAREDDY",94,,,14,,,47,,,30,,
,,"M/s. Mylan Industries, Gaddapothara",85,,,14,,,52,,,35,,
Tripura,Agartala,"SPCB, Pavivesh Bhawan, Pandit Nehru
Complex, Gorkhabasti, Kunjaban",69,,,14,,,43,,,29,,
,,"Bordowali Bipani Bitan, Agartala MC,
Bordowali, Near Nagerjala",69,,,30,,,81,,,50,,
,Agra,Taj Mahal,226,,,6,,,458,,,108,,
,,DIC Nunhai,70,,,13,,,498,,,149,,
,,Etmad-uddaulah,67,,,12,,,440,,,131,,
,,Rambagh,62,,,10,,,333,,,106,,
,Lucknow,Vikas Khand,74,,,12,,,474,,,102,,
,Darjeeling,Bose Institute Campus,54,,,16,,,28,,,21,,
,Siliguri,Siliguri,103,,,14,,,37,,,24,,
,"Howrah
Kolkata",Howrah Municipal Corporation,104,,,17,,,169,,,65,,
,,"CDS & Health Centre, Bator",104,,,16,,,175,,,62,,
,,"KMC office Building, Moulali",108,,,31,,,182,,,75,,
,,"Minto Park, Inside Park AJC Bose Road",104,,,25,,,160,,,67,,
,,"Behala Chowrasta, Traffic Guard
Building",104,,,27,,,169,,,69,,
,,"Tennis Club Biulding, 45-46 Canal West
Road, Fariapukur, Shyambazar",104,,,29,,,169,,,72,,
,Kalyani,"College of Medicine & JNM Hospital,
Kalyani Industrial Area",103,,,11,,,121,,,46,,
,Barrackpore,Barrackpore Municiaplity,104,,,15,,,93,,,44,,
,Asansol,Asansol Municipal Corporation,104,,,38,,,142,,,67,,
,Durgapur,"Bidhannagar, PCBL Club, Muchipara",103,,,32,,,124,,,69,,
,Haldia,"Supermarket Building, Durgachak",104,,,24,,,62,,,35,,
