0,1,2,3,4,5,6,7,8,9,10
,Hapur,"Srinagar Colony, Railway Road, Hapur",33,,,554,,,229,
,,"Jindal Pipes Ltd, Hapur",49,,,538,,,225,
,Jhansi,Manik Chawk / Jal chauraha,29,,,301,,,104,
,,Veeranga Nagar,27,,,251,,,90,
,Kanpur,"Forest & Training Centre, Kidwai Nagar",125,,,453,,,241,
,,"Chamber Of Commerce Darshanpurwa /
Deputy ka Parao",126,,,549,,,211,
,,"Associated Chem Pvt Ltd, Fazalganj, Panki,
Site-5",126,,,460,,,233,
,,"Head Post Office, Govind Nagar / Dabauli
/ Shastri NGR",130,,,406,,,225,
,,Jajmau / Awas Vikas,101,,,422,,,177,
,,"I.I.T. Campus, Kanpur",11,,,440,,,92,
,,IIT 12 parameter,12,,,323,,,75,
,,"Dada Nagar, Kanpur",49,,,609,,,279,
,Khurja,"Central Glass & Ceramic Research
Institute",46,,,395,,,199,
,Lucknow,Mahanagar,26,,,381,,,192,
,,"Chandganj Garden, Aliganj",34,,,337,,,159,
,,"Kapoor Hotel, Hazratganj",68,,,423,,,203,
,,Talkatora,73,,,477,,,229,
,,Aminabad / S.M.K Chowk,31,,,443,,,178,
,,Nagar Nigam,21,,,457,,,158,
,,"Ansal Technical Institute Campus, Ansal
API",39,,,583,,,168,
,,Vikas Khand,90,,,504,,,206,
,Mathura,"RO. UPPCB, 65 Baldevpuri, Maholi Road",83,,,188,,,137,
,,"CETP, Industrial Area, Mathura",88,,,197,,,154,
,Moradabad,"Hindu College, Station Road",100,,,463,,,243,
,,"Central Police Hospital, Civil Lines",66,,,406,,,190,
City/Town/Village,,,,,,,,,,
,,,,,,,,,,
Location,,,,,,,,,,
,,,,,,,,,,
Annual,,,,,,,,,,
Average,,,,,,,,,,
State/UT,City/Town/Village,Location,,PM10 Concentration in µg/m3,,,,,,
,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,(24-hourly,,,(24-hourly,,,
,,,,average),,,average),,,
,Muzaffarnagar,"Sahara Parivar Office, Kamal Cinema,
Building, Railway Station Road",86,,,484,,,143,
,,"Lekhpal Bhawan, Tehsil Sadar Campus",91,,,486,,,147,
,Noida,"UP PPCB, E-12/1, Sector - 1",28,,,743,,,198,
,,Gee-Pee Electroplating and Eng. Work,27,,,785,,,219,
,,"Subros, Noida",56,,,589,,,202,
,,"Golf Course, Noida",47,,,618,,,209,
,Raebareli,"Town Hall Colony, Ahmad Nagar, Gulab
Road",52,,,151,,,99,
,,"Khoya mandi Tiraha Lucknow Road
Raebareli",65,,,168,,,115,
,,Amawan Road Ind. Area Raebareli,64,,,164,,,115,
,Saharanpur,"SRE-A, IIT Roorkee, Saharanpur Campus",65,,,439,,,197,
,,"UPCL S.E. Office, Near Clock Tower",84,,,238,,,165,
,Unnao,"H. No. 5, Krishna Nagar",51,,,110,,,80,
,,"IIA Building, Industrial Area, Site 10",86,,,179,,,153,
,Varanasi,"Regional Office, Jawahar Nagar",73,,,300,,,146,
,,Sigra,64,,,303,,,149,
,,Saket Nagar,55,,,296,,,120,
,,Banaras Hindu University,57,,,270,,,129,
,,Chandpur,60,,,355,,,182,
Uttarakhand,Dehradun,"Raipur Road, Near parag Diary",73,,,177,,,122,
,,"Clock Tower, PWD Guest House",66,,,206,,,142,
,,Himalaya Drug Co. Near ISBT,67,,,246,,,150,
,Haldwani,Govt. Women Hospital,66,,,214,,,112,
,Haridwar,"SIDCUL, Haridwar",32,,,158,,,106,
,Kashipur,"BSNL Office, Kashipur",75,,,216,,,121,
,Rishikesh,Nagar Palika Parishad,54,,,159,,,112,
,Rudrapur,SIDCUL Office,77,,,223,,,122,
West Bengal,Alipurduar,Rabikanta High School,40,,,139,,,85,
,,Jaigaon Police Station,36,,,135,,,83,
,,Birpara Police Station,41,,,179,,,87,
,Amtala,"P Roy Industrial Training Institute, Amtala",39,,,164,,,79,
,Asansol,Asansol Municipal Corporation,66,,,198,,,111,
,,"Kangsabati Spinning Mill, Barjora",78,,,204,,,116,
,,"Burnpur Town Department, Burnpur",72,,,195,,,115,
,Baharampur,Baharampur Municipality,40,,,122,,,72,
,Balurghat,Balurghar College,38,,,177,,,98,
,Bankura,Bankura Municipility,49,,,104,,,78,
,Barasat,"Barasat Municipility, 73 Rishi Bankim
Chandra Road",42,,,123,,,79,
,Bardhaman,"Bardhaman Town, Rajbati",56,,,108,,,79,
,Barrackpore,Barrackpore Municiaplity,44,,,129,,,83,
,,Dum Dum Telephone Exchange,46,,,123,,,75,
,,Khardah Municipality,48,,,124,,,78,
,Baruipur,"Bauipur Police Station, Baruipur",47,,,280,,,124,
,Bolpur,Bolpur Municipility,51,,,102,,,74,
,Chinsura,"Chinsura Municipility, Pipulpati Auto
Stand",47,,,128,,,74,
,Coochbehar,ABM Seal College,35,,,149,,,89,
,,"Uttarbanga Krishi Visvavidyalaya,
Pundibari",38,,,149,,,88,
,Dankuni,"Krishnanagar Municipility, Dankuni",48,,,124,,,73,
,Darjeeling,Bose Institute Campus,38,,,86,,,57,
,Durgapur,"DMC Water Works, Angadpur",63,,,182,,,111,
,,"Kwality Hotel, Bhiringi More, Benachiti",67,,,184,,,110,
,,"Bidhannagar, PCBL Club, Muchipara",47,,,146,,,100,
,,"Dew India Limited, PCBL More, Durgapur",61,,,182,,,107,
,Ghatal,"Annapurna Hotel, Ghatal-Panskura Bus
Stand",35,,,192,,,93,
,Haldia,"Debhog Milan Viyapith, Bhabanipur",26,,,185,,,87,
,,"Bhunia Raichak, Driver's Hut, Bhunia",40,,,171,,,88,
,,"Supermarket Building, Durgachak",37,,,169,,,87,
,,WBIIDC Ruchi Soya Ind. Durgachak,36,,,157,,,84,
,Howrah,Howrah Municipal Corporation,38,,,332,,,124,
,,"Naskarpara Pump House, Ghuseri",38,,,364,,,123,
,,"CDS & Health Centre, Bator",42,,,320,,,125,
,,"Howrah Municipality School, Bandhaghat",38,,,383,,,127,
,Jalpaiguri,Raninagar Jalpaigur,39,,,144,,,84,
City/Town/Village,,,,,,,,,,
,,,,,,,,,,
Location,,,,,,,,,,
,,,,,,,,,,
Annual,,,,,,,,,,
Average,,,,,,,,,,
State/UT,City/Town/Village,Location,,PM10 Concentration in µg/m3,,,,,,
,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,(24-hourly,,,(24-hourly,,,
,,,,average),,,average),,,
,Jhargram,Jhargram,38,,,157,,,84,
,Kalimpong,Kalimpong Municipality,37,,,89,,,60,
,Kalyani,"College of Medicine & JNM Hospital,
Kalyani Industrial Area",45,,,134,,,75,
,Kharagpur,"AMD Building, TATA Bearing",41,,,249,,,117,
,Kolkata,"Salt Lake, Rooftop of CK Market",39,,,269,,,92,
,,"KMC office Building, Moulali",42,,,239,,,113,
,,"Minto Park, Inside Park AJC Bose Road",37,,,227,,,102,
,,"Dunlop Bridge, National Sample Survey",44,,,347,,,133,
,,"Behala Chowrasta, Traffic Guard Building",45,,,197,,,90,
,,"Upanagari Sporting Club, Baishnabghata",43,,,309,,,123,
,,RD CPCB,14,,,330,,,100,
,,"Infectious Diseases & BG Hospital,
Beliaghata",38,,,345,,,116,
,,"CESC Building, Mandeville Gardens,
Gariahat",36,,,92,,,61,
,,"Administrative Building, Hyde Road",55,,,285,,,128,
,,"KMC Drainage, Pumping Station, 9
Mominpur Road, Mominpur",39,,,231,,,73,
,,Paribesh Bhawan,34,,,269,,,85,
,,"Milan Tirtha Club, Picnic Garden",35,,,186,,,85,
,,"Public Health Engineering Office Building,
Rajarhar",44,,,286,,,107,
,,"Tennis Club Biulding, 45-46 Canal West
Road, Fariapukur, Shyambazar",33,,,238,,,107,
,,"Elite India Rubber Products Pvt.Ltd.,
Topsia",42,,,341,,,104,
,,"Maniktala Fire Station Building, 17,
Bagmari Lane, Ultadanga",42,,,320,,,109,
,,Tollygunge,30,,,142,,,73,
,Krishnanagar,"Krishnanagar Municipility, TN Thakur
Road",46,,,129,,,72,
,Madhyamgram,Madhyamgram Municipality,44,,,134,,,80,
,Malda,"WBPCB Office, Paribesh Bhaban, Vill.
Abhirampur",43,,,184,,,102,
,Medinipur,Vidyasagar University,39,,,165,,,89,
,Purulia,Purulia Municipility,53,,,103,,,75,
,Raigunj,Raigunj College,38,,,160,,,89,
,Rampurhat,Rampurhat Municipility,59,,,104,,,80,
,Ranaghat,"Ranaghat Municipility, 11 school lane",47,,,125,,,74,
,Raniganj,Raniganj Municipality,56,,,200,,,115,
,,"Mangalpur, SKS School Mangalpur",68,,,197,,,113,
,,Jamuria Municipality,54,,,205,,,115,
,Rishra,Rishra Municipility,51,,,125,,,77,
,Sankrail,Bharat Co-op Housing Society,42,,,162,,,91,
,,"Bagan Police Station, Bagan",40,,,193,,,103,
,,Dhulagar Gram Pachayat,43,,,223,,,111,
,,"P Mukherjee's House, Near SBI Amta",38,,,199,,,99,
,Siliguri,Siliguri,38,,,198,,,94,
,Suri,Suri Municipility,49,,,100,,,77,
,Tamluk,"HP Gas Service Station, Maniktala",41,,,264,,,110,
,Tribeni,Tribeni Health Center,45,,,123,,,73,
,Uluberia,"ESI hospital nursing building, 3rd floor,
Near Sahib Mandir",42,,,165,,,99,
City/Town/Village,,,,,,,,,,
,,,,,,,,,,
Location,,,,,,,,,,
,,,,,,,,,,
Annual,,,,,,,,,,
Average,,,,,,,,,,
State/UT,City/Town/Village,Location,,PM2.5 Concentration in µg/m3,,,,,,
,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,(24-hourly,,,(24-hourly,,,
,,,,average),,,average),,,
"Andhra
Pradesh",Anantapur,APIIC Zonl office industrial estate,18,,,47,,,31,
,Chitoor,GNC Toll Gate Tirumala,4,,,92,,,23,
,,"O/O Mines and Geology, Old Collector Office,
Greamspet",8,,,30,,,13,
,Guntur,"Near Hindu College, Market Road",13,,,39,,,24,
,Kurnool,"Mourya Inn, Krishna Nagar",8,,,40,,,21,
,,"APIIC Building Industrial estate, Kallur at IDA
Bobbili Growth Center",4,,,47,,,26,
,,Rajvihar Circle,12,,,45,,,32,
,,"Pump House, Venkataramana Colony",4,,,36,,,19,
,Nellore,"Chandramouli nagar
Near Court Center","20
14",,,"36
30",,,"27
20",
,Ongole,,,,,,,,,
,Srikakulam,"SAMKRG Pistons Quarters Bulding, Near IDA,
Pydibhimavaram",10,,,67,,,34,
,Vijaywada,"NTR Veterinary college of sciences,
Gannavaram",15,,,27,,,23,
,,"VR Siddhartha Engineering college , Kanuru",16,,,26,,,20,
,,Benz Circle,10,,,36,,,23,
,,Autonagar,13,,,30,,,23,
,,Police Control Room,17,,,29,,,24,
,,"A.P. Pollution Control Board, plot no. 41, Sri
Kanakadurga Officers colony, Gurunank Road",13,,,29,,,21,
,,"Gram Panchayat Office, Yenamalakuduru",15,,,29,,,20,
,Vishakhapatnam,"Industrial Estate, Marripalem",8,,,81,,,34,
,,"Panchayat Raj office, Mindi",5,,,77,,,31,
,,Police Barracks,8,,,69,,,32,
,,Seethammadhara,5,,,57,,,24,
,,Ganapuram Area,10,,,75,,,38,
,,"Pedagantyada (V), Gajuwada (M)",11,,,65,,,30,
,,"CWMP, RAMKY, Parawada",6,,,82,,,31,
,,MVP Raitu Bajar,7,,,55,,,25,
,Vizianagaram,"Industrial Growth Centre, APIIC Building at IDA
Bobbili",9,,,38,,,24,
,,Muncipal Kaspa High School,10,,,48,,,24,
,Guwahati,"Head Office, Bamunimaidam",9,,,219,,,49,
,,"ITI Building, Gopinath Nagar",17,,,153,,,57,
,,"Khanapara, Central Dairy, Kamrup",15,,,158,,,53,
Chandigarh,Chandigarh,"Modern Foods, Industrial Area",7,,,250,,,71,
,,Sector-17 C,11,,,186,,,55,
,,"Punjab Engineering College, Sector- 12",9,,,187,,,55,
,,"Sector-39, IMTECH",7,,,236,,,63,
,,Kaimbwala Village,7,,,197,,,56,
Chattisgarh,Bilaspur,"Regional Office, CECB Vyapar Vihar",23,,,59,,,30,
,Durg-Bhillainagar,"Visak Hostel, Sector-4",18,,,38,,,28,
,,"R.O., 5/32 Banglow Office Building",15,,,32,,,24,
,,M.P. Laghu Udyog Nigam,21,,,56,,,37,
,,"CSIDC Industrial Growth Center, Borai, Durg",19,,,46,,,34,
,Korba,"HIG 21,22.Near Ghantaghar, MP Extension",12,,,37,,,19,
,,"Pragati Nagar NTPC Colony, Jamnipali",11,,,30,,,17,
,,"I.T.I., Rampur",13,,,41,,,21,
,Raigarh,"Regional Office, ECB, Raigarh",9,,,35,,,18,
,,"Jindal Industrial Area,Punjipathra, Raigarh",10,,,35,,,22,
,,OP Jindal School premises Patrapali,9,,,47,,,20,
"Dadra &
Nagar Haveli
and Daman &
Diu",Baldevi (Dadra & Nagar Haveli),"Baldevi Village, Athola, Dandul Faliya,
Teh:Dadra & Nagar Haveli",12,,,31,,,23,
,Silvassa,"Khadoli Industrial Area, Khadoli",18,,,45,,,33,
,,"Chetan Guest House, Near Post Office, Piperia,
silvassa Char Rasta",15,,,43,,,31,
,Daman,"Prima Plastic, Kadaiya Industrial Area, Kadaiya",18,,,44,,,32,
,,"Mashal Chawk, Nani Daman",12,,,39,,,28,
,Patlara (Daman),"Makat Faliya/ Ambavadi, Patlara Village, Moti
Daman Teh:Daman",10,,,30,,,22,
Delhi,Delhi,Janakpuri,20,,,676,,,123,
,,Pritampura,22,,,865,,,145,
,,Shahadra,21,,,445,,,114,
City/Town/Village,,,,,,,,,,
,,,,,,,,,,
Location,,,,,,,,,,
,,,,,,,,,,
Annual,,,,,,,,,,
Average,,,,,,,,,,
State/UT,City/Town/Village,Location,,PM2.5 Concentration in µg/m3,,,,,,
,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,(24-hourly,,,(24-hourly,,,
,,,,average),,,average),,,
,,Siri Fort,18,,,334,,,76,
Goa,Amona,"Amona, Bicholim",13,,,43,,,30,
,Assanora,"Assanora Junction, Bardez",20,,,43,,,30,
,Bicholim,Bicholim,20,,,43,,,31,
,Codli,"Codli Tisk, Ponda, Sanguem",20,,,50,,,29,
,Cuncolim,Cuncolim,23,,,54,,,33,
,Honda,"Honda Junction, Sattari",20,,,46,,,32,
,Kundaim,Kundaim Industrial Estate,18,,,47,,,32,
,Margao,Margao Town,20,,,42,,,29,
,Mormugao,"MPT Quarters Baina (earlier Fire Brigade
Station, Port Trust)",3,,,80,,,36,
,Panaji,"Old GSPCB premises, Patto",5,,,70,,,23,
,Ponda,Ponda Town,20,,,42,,,30,
,Sanguem,"Near Railway Station at Kalem, Sanguem",19,,,42,,,29,
,Tilamol,"Quepem, Tilamol",21,,,57,,,34,
,Tuem,Tuem Industrial Estate,21,,,40,,,28,
,Usgao,"Usgao Plae, Junction, Ponda",23,,,52,,,33,
Gujarat,Ahmedabad,"Naroda, G.I.D.C., Ahmadabad",10,,,44,,,28,
,,Cadilla Bridge Narol,11,,,36,,,25,
,,"Bhagavathi Estate, Keval Kanta Road, Rakhiyal",10,,,42,,,25,
,,"Reliable Products, 61/62 Ilaben
estate,PiranaDump Site,Narol (previous Dyno
Wash)",18,,,176,,,41,
,,L.D. Engg. College,10,,,38,,,23,
,,"Shardaben Hospital, Saraspur",10,,,36,,,24,
,,"R.C. Technical High School, Mirzapur",10,,,86,,,28,
,,"AZL Behrampura, Ahmadabad",10,,,78,,,27,
,Anklesvar,Rallis India Ltd.,15,,,45,,,32,
,,"Durga Traders, Bhavanafarm Society",11,,,40,,,31,
,Jamnagar,Fisheries Office,10,,,50,,,25,
,Rajkot,Nr. Sardhara Industrial Corporation,10,,,68,,,29,
,,GPCB Regional Offce,10,,,49,,,24,
,Surat,S.V.R. Engg. College,11,,,58,,,34,
,,"B.R.C. High School, Udhna",13,,,60,,,42,
,,Near Air India Office,12,,,53,,,34,
,Vadodara,"GPCB Office, Geri Vasahat",12,,,35,,,23,
,,"Sterling Gelatin Guest House, Vill-Karakhadi
Padia",12,,,40,,,30,
,,Dandia Bazaar,11,,,92,,,26,
,,CETP Nandesari,12,,,67,,,28,
,Vapi,"GEB, IIIrd Phase, GIDC",13,,,59,,,41,
,,"Vapi Nagar Palika, Vapi",10,,,43,,,27,
,Dharamshala,"Daari, Dharamshala",2,,,64,,,20,
,Kala Amb,Kala Amb Industrial Area,34,,,95,,,61,
,,"HPSPCB, Hadimba Road, Manali, Kullu",4,,,36,,,12,
,Paonta Sahib,Paonta Sahib,13,,,72,,,34,
,,Gondhpur Industrial Area,17,,,74,,,44,
,Parwanoo,"Regional Office, Sector- 4",3,,,38,,,10,
,Shimla,Tekka Bench Ridge,7,,,54,,,20,
,,"Bus Stand, Winterfield",7,,,37,,,21,
,Una,"Regional Office, Una",12,,,30,,,17,
,,"DIC Building, Mehatpur, Una",13,,,26,,,19,
"Jammu &
Kashmir",Jammu,"Regional Office, Jammu",12,,,59,,,31,
,,"M.A. Stadium, Jewel Chowk",17,,,69,,,33,
,,Bari Brahamana Industrial Area,16,,,64,,,34,
Karnataka,Bagalkote,Bagalkote KSPCB Office Premises,4,,,39,,,14,
,,"AMCO Batteries, Mysore Road",11,,,77,,,32,
,,"KHB Industrial Area, Yelahanka",11,,,76,,,35,
,,Peenya Industrial Area,9,,,70,,,28,
,,Yeshwanthpura police station,8,,,66,,,34,
,,"Jnanabharathi, Bangalore University",4,,,14,,,8,
,,"TERI office, Vital Medi healthcare Pvt Ltd",11,,,90,,,32,
,Belgaum,Karnataka SPCB Office Building,13,,,82,,,30,
,Chitradurga,KSPCB Office Premises,3,,,21,,,10,
,Devanagere,"Regional Office building, KSPCB",2,,,28,,,11,
,Hassan,KSRTC bus stand building,13,,,33,,,22,
,Hubli-Dharwad,"Lakkamanahalli Industrial Area, Dharwad",7,,,28,,,15,
,,"Rani Chennamma Circle, Hubli",9,,,56,,,18,
,Mangalore,Baikampady Industrial Area,12,,,50,,,32,
City/Town/Village,,,,,,,,,,
,,,,,,,,,,
Location,,,,,,,,,,
,,,,,,,,,,
Annual,,,,,,,,,,
Average,,,,,,,,,,
State/UT,City/Town/Village,Location,,PM2.5 Concentration in µg/m3,,,,,,
,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,(24-hourly,,,(24-hourly,,,
,,,,average),,,average),,,
,Mysore,"K.R.Circle, Visvesvaraya Bldg",13,,,32,,,24,
,Timukuru,KSPCB Office Premises,11,,,64,,,27,
,,Eloor II,10,,,40,,,20,
,,Irumpanam,8,,,68,,,25,
,,Ernakulum South,9,,,63,,,33,
,,MG Road Bank Ernakulum,7,,,33,,,14,
,,KALAMASSERY / CSIR Complex,10,,,57,,,28,
,,Kuttipadam,13,,,162,,,66,
,Kozhikode,Kozhikode City,1,,,58,,,19,
,,Nallalam,1,,,40,,,11,
,Malapuram,"Kakkanchery, Sijmak oils",12,,,28,,,22,
,Palakkad,SEPR Refractories India Ltd.,2,,,54,,,22,
"Madhya
Pradesh",Amlai,HJI,16,,,40,,,28,
,,OPM,12,,,38,,,27,
,,CETP Govindpura,12,,,145,,,67,
,,"Kolar Thana, Kolar Road, Bhopal",31,,,132,,,67,
,,Arera Colony,8,,,115,,,49,
,Chhindwara,"HIG -33, Front of Geetanali Park Housing
Board Colony, Chadagaon",14,,,40,,,24,
,,"Hindustan Unileaver, Narsinghpur Road,",17,,,42,,,25,
,Dewas,EID Perry (I) Limited,18,,,67,,,41,
,,Dewas Metal Section,2,,,63,,,40,
,,Vikas Nagar,22,,,58,,,37,
,Gwalior,Dindayal Nagar,12,,,180,,,49,
,,Maharaj Bada,12,,,266,,,57,
,Indore,"M.P. Laghu Udyog, Pologround",6,,,56,,,32,
,,"Kothari Market, M.G. Road",6,,,121,,,37,
,,"Telephone Nagar, 26 A, Kanadia Road",9,,,105,,,31,
,Jabalpur,Vijay Nagar,15,,,37,,,27,
,,Udaipur Beverage Racchai,15,,,44,,,35,
,Katni,"HIG-4 Housing Board Colony Jhinjhri, Katni",23,,,109,,,43,
,,"Calderys Works Refactories India Private
Limited, Guest House, Katni",19,,,104,,,42,
,Nagda,Chem. D. Labour Club,16,,,38,,,24,
,,Grasim Kalyan Kendra,17,,,42,,,32,
,Prithampur,"Vikas Bhavan, Sector-2",15,,,43,,,29,
,,"RCC Over Head Tank No. 1, Sector-3",18,,,45,,,32,
,Sagar,Pt.Deendayal Nagar,7,,,69,,,23,
,,"Katra Bazar, Sagar",6,,,60,,,22,
,Satna,Sub-divisional Office E/M Light Machniery,23,,,74,,,44,
,,"MPPCB,Dharwari GaliNo.5,House No.318",14,,,56,,,33,
,Singrauli,Jayant Township,13,,,113,,,56,
,,"N.T.P.C., Vidyanagar",17,,,117,,,57,
,,Waidhan,8,,,135,,,57,
,Ujjain,District Office,13,,,63,,,37,
,,Regional Office,4,,,88,,,25,
,,Mahakal Temple,13,,,88,,,38,
,,Chamunda Mata Chouraha,6,,,100,,,36,
Manipur,Imphal,Secretariat Building,18,,,179,,,69,
Meghalaya,Byrnihat,"EPIP, Ri-Bhoi district",18,,,87,,,38,
,Dawki,"Terrace building, Jaintia Hills District",9,,,25,,,16,
,Khliehriat,"O/o BDO, C & R.D. Block-Khliehriat",9,,,30,,,16,
,Nongstoin,"Office Premises of E.E, PHED",10,,,24,,,18,
,Shillong,"Boards Office Permises, Lumpyngngad",7,,,28,,,14,
,,State Tuberculosis Hospital,11,,,39,,,23,
,,"Forest Rest House, Polo Hills",10,,,24,,,17,
,,"41/2 mile, Mylliem Range Office",10,,,33,,,19,
,Tura,"PHED, Araimille, West Garo Hills District",11,,,14,,,12,
,Umiam / Umsning,"Umiam Industrial Complex, Ri-Bhoi District",11,,,35,,,24,
Odisha,Angul,Industrial Estate,20,,,75,,,39,
,,NALCO Township,17,,,62,,,32,
,Balasore,Sahadevkhunta,29,,,62,,,40,
,,DIC office,27,,,58,,,38,
,,Rasalpur near Balgopalpur I/A,30,,,63,,,43,
,Berhampur,Regional Office Orissa SPCB,10,,,35,,,23,
,Rourkela,Office Premises Bhubaneswar,15,,,66,,,33,
,,"Water works, Palasuni, Rasalgarh",7,,,99,,,39,
,,Chandrashekharpur,12,,,58,,,25,
City/Town/Village,,,,,,,,,,
,,,,,,,,,,
Location,,,,,,,,,,
,,,,,,,,,,
Annual,,,,,,,,,,
Average,,,,,,,,,,
State/UT,City/Town/Village,Location,,PM2.5 Concentration in µg/m3,,,,,,
,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,(24-hourly,,,(24-hourly,,,
,,,,average),,,average),,,
,Bonaigarh,"Govt. Hospital Bonai At/Po/PS-Bonai Dist-
Sudargarh",13,,,54,,,37,
,Cuttack,"Traffic Tower, Badambadi",18,,,93,,,44,
,,P.H.D Office Barabati,20,,,112,,,41,
,,"R.O. Cuttack Office, Surya Vihar",21,,,95,,,42,
,Jharsuguda,R.O. Building Cox colony,18,,,72,,,42,
,,"TRL Colony, M/s. TRL Krosaki Refractories Ltd.
PO: Bhepahar,",30,,,68,,,47,
,Rajgangpur,"DISIR, Rajgangpur",16,,,56,,,37,
,Rayagada,Regional Office Orissa SPCB,12,,,67,,,30,
,,"LPS High School, Jaykaypur",13,,,56,,,34,
,Rourkela,"Regional Office, ORPB",10,,,60,,,31,
,,Kalunga Industrial Estate,13,,,76,,,33,
,,"IDL Police Out-post, Sonaparbat",10,,,68,,,39,
,,"Kuarmunda, Sundergarh",19,,,73,,,39,
,Sambalpur,"Filter Plant, PHD Office, Modipara",16,,,89,,,42,
,Talcher,Coal Field Area,15,,,79,,,34,
,,T.T.P.S.Colony,18,,,81,,,39,
Tamilnadu,Chennai,"Govt. High School, Manali",17,,,47,,,30,
,,Thiruvottiyur,18,,,48,,,29,
,,Adiyar,12,,,39,,,20,
,,Kilpauk,14,,,39,,,21,
,,Thiyagaraya Nagar,9,,,44,,,24,
,,Nunbakgum,15,,,39,,,22,
,,Anna Nagar,12,,,54,,,25,
,Coimbatore,"Poniarajapuram, On the top of DEL",8,,,52,,,20,
,,G.D.Matric Hr.Sec.School,7,,,54,,,22,
,Cuddalore,Eachangadu Village,24,,,37,,,32,
,,SIPCOT (Project Office),20,,,38,,,26,
,,"DEE Office, Cuddalore",25,,,45,,,35,
,Trichy,Gandhi Market,8,,,29,,,19,
,,Bishop Heber College,4,,,30,,,19,
,,Golden Rock,4,,,30,,,19,
,,Zoo Park,10,,,125,,,46,
,Nizamabad,"subashnagar,nizamabad dist",20,,,55,,,35,
,Sangareddy,Pashamylaram/Municipal Office,4,,,133,,,36,
Tripura,Agartala,"SPCB, Pavivesh Bhawan, Pandit Nehru
Complex, Gorkhabasti, Kunjaban",7,,,211,,,49,
,,"Bordowali Bipani Bitan, Agartala MC,
Bordowali, Near Nagerjala",19,,,113,,,62,
Uttar Pradesh,Agra,"Regional Office, Bodla",18,,,465,,,86,
,,Nunhai,17,,,316,,,102,
,,Taj Mahal,4,,,530,,,115,
,,DIC Nunhai,14,,,444,,,142,
,,Rambagh,15,,,341,,,114,
,Baghpat,"Sarvodaya Hospital, Tatiri Merrut, Baghpat
Road",28,,,394,,,106,
,,"Weavetex Overseas Hostel, Khekra, Baghpat",31,,,377,,,100,
,Bareily,IVRI Izatnaga,13,,,35,,,27,
,,"Indian oetrol pump, Civil Line",13,,,35,,,27,
,Ghaziabad,"Atlas Cycles Industries, Sahibabad Ind. area",16,,,408,,,105,
,,Bulandshaar Road Industrial Area,11,,,406,,,114,
,,"Khora Colony, Ghaziabad",23,,,317,,,97,
,,"Vinoba Bhave Park, Lohia Nagar, Ghaziabad",23,,,284,,,95,
,Greater Noida,"Holland Tractor, Greater Noida",29,,,357,,,118,
,,"Honda Power, Greater Noida",27,,,378,,,109,
,Hapur,"Srinagar Colony, Railway Road, Hapur",22,,,517,,,160,
,,"Jindal Pipes Ltd, Hapur",20,,,459,,,114,
,Kanpur,IIT 12 parameter,8,,,121,,,40,
,Muzaffarnagar,"Sahara Parivar Office, Kamal Cinema, Building,
Railway Station Road",25,,,106,,,60,
,,"Lekhpal Bhawan, Tehsil Sadar Campus",41,,,276,,,77,
,Noida,"UP PPCB, E-12/1, Sector - 1",14,,,528,,,108,
,,Gee-Pee Electroplating and Eng. Work,11,,,562,,,120,
,,"Subros, Noida",31,,,327,,,109,
,,"Golf Course, Noida",18,,,355,,,111,
Uttarakhand,Dehradun,"Raipur Road, Near parag Diary",34,,,113,,,74,
,,Himalaya Drug Co. Near ISBT,23,,,113,,,89,
West Bengal,Asansol,Asansol Municipal Corporation,49,,,125,,,65,
City/Town/Village,,,,,,,,,,
,,,,,,,,,,
Location,,,,,,,,,,
,,,,,,,,,,
Annual,,,,,,,,,,
Average,,,,,,,,,,
State/UT,City/Town/Village,Location,,PM2.5 Concentration in µg/m3,,,,,,
,,,,Minimum,,,Maximum,,"Annual
Average",
,,,,(24-hourly,,,(24-hourly,,,
,,,,average),,,average),,,
,Barrackpore,Barrackpore Municiaplity,22,,,88,,,49,
,Darjeeling,Bose Institute Campus,14,,,46,,,28,
,Durgapur,"Bidhannagar, PCBL Club, Muchipara",26,,,92,,,57,
,Haldia,"Supermarket Building, Durgachak",20,,,97,,,44,
,Howrah,Howrah Municipal Corporation,19,,,189,,,67,
,,"CDS & Health Centre, Bator",19,,,130,,,64,
,Kalyani,"College of Medicine & JNM Hospital, Kalyani
Industrial Area",22,,,72,,,42,
,Kolkata,"KMC office Building, Moulali",17,,,148,,,52,
,,"Minto Park, Inside Park AJC Bose Road",17,,,136,,,46,
,,"Behala Chowrasta, Traffic Guard Building",20,,,100,,,40,
,,RD CPCB,10,,,193,,,72,
,,"Tennis Club Biulding, 45-46 Canal West Road,
Fariapukur, Shyambazar",17,,,131,,,51,
,Siliguri,Siliguri,16,,,94,,,44,
City/Town/Village,,,,,,,,,,
,,,,,,,,,,
Location,,,,,,,,,,
,,,,,,,,,,
Annual,,,,,,,,,,
Average,,,,,,,,,,
